,word,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74
20,addict,0.0025239151479478604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0211510857578294,0.0,0.0,0.0,0.030271275770870566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,addit,0.0,0.040689655018383154,0.0,0.0299103628413888,0.0,0.016569815634323384,0.012293005282570196,0.0,0.01813805767340295,0.010091086020176842,0.019020227661642724,0.19861229052697632,0.0,0.022822272619286866,0.0,0.0129220112465259,0.005942475909142998,0.0,0.003058649331748664,0.0,0.0375122703063029,0.04781354531031163,0.0,0.03330216144005975,0.019558794872912514,0.0,0.0,0.0,0.023366183029932278,0.0,0.06123576312187563,0.010849479168519638,0.03468240362544325,0.0,0.0008350815153552886,0.015455022452811887,0.0,0.0,0.0049788061778202435,0.0,0.000682554808380363,0.059487816960886564,0.0,0.24130693601139971,0.007143334247410148,0.0,0.0,0.053240467078988926,0.0,0.0,0.0,0.0,0.19863417537253292,0.16217735436047492,0.0,0.14244423352915062,0.00018243058187157138,0.0,0.008724307303272923,0.005260478624658373,0.0367435330628214,0.0,0.0005922504453490752,0.0,0.0,0.020410177565840258,0.0019457311534378438,0.06989494218739715,0.006811812860294082,0.02041245001826178,0.005362287403722628,0.016484044784166537,0.050146530214842354,0.0,0.11974220416764647
22,address,0.0174247733618336,0.0200745205201373,0.0,0.0,0.02234420687272984,0.015015222419850089,0.025106626295737518,0.048193339595782626,0.02913228630025537,0.03467523459249893,0.0739034352595764,0.381541077747048,0.09870848263502903,0.24160008287588786,0.047291336972726736,0.024997006746888605,0.04609938094841848,0.03150595233065639,0.049339343605241275,0.018535946983121093,0.094479663131717,0.0,0.0,0.0,0.03761313956669911,0.15550706873423692,0.0563339034847937,0.0,0.09326483885799193,0.0,0.06768085867316197,0.07977407883944426,0.00236570599137493,0.02698645249949786,0.0,0.0,0.045159174192183654,0.0,0.0,0.0035689415949931207,0.0,0.0,0.0,0.08833704873958201,0.030533483699284776,0.0,0.043513029648836986,0.0,0.0007350789216213107,0.1111838282400665,0.01734745078862454,0.0,0.17600590027109797,0.06336560202180125,0.0,0.04728714493822798,0.04290163747052628,0.0,0.017447326835441906,0.0,0.0,0.0,0.0,0.0,0.0,0.08913312986419476,0.005289198499481428,0.02867955153469013,0.0,0.01424296738745659,0.0,0.0,0.053547600606170837,0.033692661034809,0.0
23,adequ,0.021145433667467812,0.0,0.0,0.0,0.0,0.012315581896877065,0.023561843838055662,0.0,0.010947932326864519,0.0,0.0,0.0344797249643234,0.0,0.009908058087494793,0.0,0.0,0.0,0.009440916313700972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007077298297088884,0.0,0.03440519664833595,0.0,0.04141181488964093,0.03127143706395913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11697328802920899,0.0,0.0,0.002304924670344394,0.006348152252826224,0.0,0.0,0.0,0.0,0.051907832994236916,0.0,0.0,0.007332962534201346,0.0,0.0,0.018211639315794313,0.0,0.0,0.0,0.0,0.00679532306801701,0.0,0.0,0.0,0.0,0.0,0.0,0.001828257073360358,0.0,0.0,0.0,0.0
24,administr,0.01710240613960068,0.345880999396876,0.0,0.0,0.0,0.06974743605209602,0.04458872545204326,0.0,0.0,0.18546298549580498,0.017712422548215798,0.015167290590653004,0.009682583447273843,0.024583511183569124,0.0,0.08424719280178236,0.0,0.0,0.0,0.8066990784554922,0.0,0.0,0.0,0.034630090419572386,0.0,0.01357115657875599,0.0,0.0,0.08988596663537032,0.0,0.0,0.01793131159436233,0.0459817452782954,0.0,0.0,0.0,0.0,0.0,0.011245449320062741,0.04020419262889965,0.0,0.008467806330456172,0.0,0.11789791244136909,0.16646981592294532,0.0,0.0,0.0,0.024249743483658995,0.0,0.0,0.1244468013869915,0.4335614934194686,0.0,0.0,0.0,0.0,0.0,0.0563073934239536,0.040514376885616994,0.0,0.0,0.0,0.019079809812158115,0.0,0.08365964451617798,0.1231561815200539,0.18515629879447226,0.36499832381679503,0.08745020377525864,0.0,0.0,0.0801950755114617,0.0,0.058771642608519775
25,admit,0.06991280204095833,0.008329809060045107,0.0,0.0,0.0,0.0,0.0,0.0,0.002971984901026025,0.004685378583474732,0.0,0.0,0.0,0.0025927144091288453,0.0,0.0,0.0,0.0,0.0,0.02759025384012287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02260690893984584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039886757403630735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003112844356446305,0.0,0.0,0.0,0.00987291948320726,0.021088429598480715,0.0,0.0,0.0,0.0,0.0,0.10467038392022196,0.018265223950445383,0.0,0.0,0.0,0.004314588532941122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005163166290715728
26,adopt,0.0,0.0,0.0,0.03527902443096487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02761333930675388,0.0,0.0,0.0,0.0,0.0,0.3417613654792667,0.0,0.0,0.318481387917478,0.0,0.0,0.0,0.0,0.0029282145924779774,0.0,0.0,0.0,0.0,0.0,0.0,0.014232561703848734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006900668857389872,0.0,0.07739300454257869,0.0,0.0,0.02760090905658869,0.0,0.0,0.027341649283833477,0.0,0.08198751192584765,0.0,0.04177239629158786,0.0,0.009305451307810986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03140509789477926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,adult,0.0,0.0,0.0,0.025708367820540885,0.0,0.0,0.009409416506723218,0.0,0.06828827046481065,0.0,0.0,0.0,0.028454049902021716,0.05987307793217637,0.0,0.0,0.026521388662019488,0.1667182913331666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008809043474903753,0.0,0.0,0.0,0.0,0.0,0.0,0.021587779680132573,0.0,0.0,0.0,0.0,0.0,0.05218560301663286,0.0,0.0,0.00712322569181057,0.0,0.0,0.0,0.07567230657654311,0.0,0.0,0.0,0.0,0.0,0.0018974620359069603,0.0,0.0,0.00646474156874106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047177595220792195
28,advanc,0.0,0.06512996732444695,0.004401394282422051,0.009061905378974259,0.0,0.0,0.017098494122348065,0.0,0.047490608455813425,0.0,0.0,0.19414280430716097,0.02177151361536016,0.0,0.0,0.02731094355582899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0456763156688359,0.0,0.0,0.0,0.012259084453179978,0.018756055914829328,0.14345596925734105,0.0,0.0,0.0,0.0,0.0,0.0,0.03570926802172592,0.31150929451463916,0.0,0.08717087383539995,0.0,0.0,0.005009836481975745,0.0,0.0,0.016946003269034907,0.0,0.0,0.0,0.03714051667747702,0.0,0.01954876787839185,0.0,0.0,0.0,0.0,0.0,0.0,0.00862308251345067,0.045744644873718654,0.0,0.0,0.0,0.0,0.081315096348407,0.0,0.0,0.0,0.0,0.02261893131291468,0.0,0.03610816914606129
29,advantag,0.06544074764334368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023631354871018425,0.0,0.0,0.0,0.03830887725927267,0.0,0.0,0.0515169641904417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012330453712767434,0.0,0.0,0.0,0.0,0.0,0.015654161301199336,0.0,0.039100618285149734,0.0,0.0,0.030420403461594327,0.0,0.0,0.0,0.0,0.0,0.025044015217862182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056418651251166525,0.011485225990572877,0.03401705386900017,0.0,0.01667343959418388,0.0,0.0,0.0,0.0,0.05765632360160945,0.0,0.0,0.0,0.0,0.0,0.0,0.025707293595183308,0.01589077704968099,0.0,0.0,0.0,0.0,0.0,0.0
30,advic,0.002564954617947571,0.0012156314737107135,0.08519424380764123,0.0,0.0,0.0,0.0,0.008511431538889313,0.0,0.0,0.0,0.0,0.010873347602885318,0.00033394491511374506,0.0,0.0,0.0,0.0,0.0,0.02077632716923387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004649783779178422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1415055215978678,0.0,0.0,0.0,0.0,0.0,0.30363130654267734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008053422633996634,0.0,0.0,0.0,0.0,0.0,0.0659601777892622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015948251184894928,0.09061171766033692
