,term,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74
438,encourage,0.0,0.0,0.0,0.006954066460980597,0.0,0.11930929597798996,0.09530165619660558,0.17675269277577005,0.009704556636156134,0.07055273472315107,0.1990234151943484,0.0,0.5104926262380814,0.0,0.0,0.0,0.0,0.0,0.0388892960933405,0.0,0.10698481255322155,0.1508223233839192,0.03125147970625227,0.0,0.21308612739873653,0.04047542733156801,0.3935825220096249,0.019652526464654912,0.13907574690714186,0.06016091998276512,0.0,0.025765310662923264,0.19063845880932337,0.007924953183228164,0.0,0.0,0.08269475573040966,0.05969262358648004,0.0,0.24679254030776412,0.0,0.0,0.11340266194744003,0.031256053366615764,0.0,0.0,0.011890530044870305,0.0,0.18203058631970295,0.0,0.0,0.0,0.11787759980857448,0.0,0.0,0.037874990021186675,0.10014160972220205,0.052405911531616015,0.04754651069615066,0.027750569310719665,0.0,0.08808835330839981,0.0,0.0,0.17783930579875953,0.0,0.03171243109016976,0.036467000861930755,0.0,0.0,0.17599250117438606,0.07940252068915066,0.0,0.025990810991283905,0.0
439,end,0.5758715906762508,0.12299801622877694,0.25844999824715614,0.03345666107687226,0.8874665875408214,0.21412525231133844,0.0,0.13787868256891622,0.11077843902320422,0.0,0.0,0.05971178512458073,0.3664733812013344,0.0,0.0,0.020620266018664762,0.13156559910469526,0.0733302244907148,0.0,0.24260354371805443,0.03571044518997309,0.0,0.05151310892523711,0.10701465420218816,0.0,0.21362452095295287,0.0,0.1025505411754828,0.05891845272059523,0.04238638960040876,0.2901442814162448,0.011002167928703696,0.08840138961668913,0.0,0.0,0.0,0.11614572381208728,0.09050683070161512,0.0,0.17225972809377987,0.0448601170317711,0.1362705122059551,0.19635905952698757,0.04217458621023444,0.19707348646552625,0.0,0.3186374730369042,0.44910780555135693,0.33344212573593873,0.0751185593842693,0.04292624921666656,0.0,0.2008787100129113,0.022042443046827467,0.10891403358513077,0.040609600386386634,0.047591809318017375,0.0,0.01897956549747147,0.030450254337652805,0.05940699184424751,0.34475738629973235,0.05126306541648191,0.015687221883830517,0.2590512774800455,0.018007564656850772,0.4153562841750328,0.165818507398385,0.014876947463125241,0.0,0.0,0.13792279516627617,0.0,0.10159561822788506,0.0
440,energy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.31558032537844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,enforcement,0.0,0.0,0.041986976467991224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4361226702101067,0.0,6.057441565269064,0.0,0.7502380661736546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11321747368803894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8800772126023859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.504805790367737,0.05732456436901579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1631411071715331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20410772968895743,0.0,0.0,0.0,0.0,0.011244021345526083
442,enormous,0.02042871376134439,0.03114428210468389,0.0,0.03427534045628004,0.07053334233145452,0.033370623311235505,0.0,0.009959070796215897,0.0,0.0,0.05448473401077652,0.14148657545264925,0.07862509533245113,0.0,0.011776839237265082,0.015578554164190754,0.0,0.018409160616306645,0.05313721881991591,0.13427182414368924,0.0007372775869909883,0.014209574295887387,0.007242902350354085,0.039601148566051375,0.11008770686312673,0.0046566914869685515,0.06276053790615906,0.030795910521530113,0.03932779955310106,0.06384166038385547,0.02560040121747319,0.002988840842450349,0.0,0.01951707712895878,0.03964447719340307,0.03384568092523212,0.07669966297292828,0.011603465812870568,0.037071831541638296,0.08944865745932477,0.06280937718195287,0.0,0.014347081188475429,0.0311270377775538,0.10960946049519736,0.0,0.0,0.0009258803257956379,0.10344332772242175,0.04814430778226189,0.02436577823989357,0.018595233461971297,0.0,0.0,0.026509269742480555,0.010836246770845494,0.0,0.0,0.023911283237361993,0.03040129611274174,0.03347626694255515,0.03366876536642839,0.005556815416306026,0.007776493420446478,0.09561114991933771,0.10966985061272908,0.09272476097758765,0.07221266281245807,0.0,0.0,0.0,0.10244633349963397,0.0,0.0,0.025446007788996465
443,ensure,0.0,0.0,0.36911153295298876,0.10694655629311996,0.0,0.0,0.04789613981320608,0.0,0.0,0.04861206712976704,0.021762889094279633,0.0,1.298444889131026,0.17818070246988033,0.8060457592727421,0.0,0.0879256411234308,0.0,0.00658488657682744,0.0,0.026225043891009266,0.04492491290661103,0.0,0.0456457300193474,0.19012080648434726,0.18581268389934077,0.46722028531560755,0.0,0.26752950204240594,0.0818588276085013,0.0794947446438134,0.020134557788176397,0.0,0.02152274893616745,0.0,0.0,0.06521720637708446,0.20163499689330655,0.06836730313358845,0.0,0.08149223497182366,0.10748361264416349,0.7746207360662007,0.0,0.0,0.008745070675921746,0.0,0.0,0.08624303455156668,0.0,0.0,0.08728675401058729,0.006255575447695241,0.0,0.1520933277203578,0.0,0.14155940584096888,0.0,0.31462243318418975,0.04702597016607279,0.0,0.03987052992779788,0.0011296649453540987,0.0,0.23727657155607562,0.0,0.0,0.0,0.0,0.11361494195631927,0.25516537396504047,0.10308071654642488,0.0,0.18676024842459332,0.0
444,entire,0.09243183089928317,0.055036918290769274,0.045114913145549114,0.0,0.09349081361180007,0.056506120502873625,0.044976489832282605,0.0006385177580004363,0.20417112093593043,0.033296750359669856,0.006751869680690969,0.046059081659684184,0.04601732357322614,0.0,0.018735091315904777,0.018961720186815006,0.008569896743272194,0.06586085248009373,0.004357776355660363,0.6645363831826291,0.0,0.007881474275752476,0.08411611618482831,0.06159299943385411,0.027765836111139346,0.04167656435198598,0.1324609019970377,0.0430204886458409,0.0,0.020300401294451334,0.030260803590878967,0.0,0.04221952368029457,0.11870152912797603,0.1613081651259592,0.09269578104274241,0.07876959776736578,0.0,0.12392651304184511,0.08543381568070185,0.054743474717510364,0.025253236918827998,0.0708849698400984,0.05970665663850938,0.0804181766346752,0.018958012792424605,0.016118159003161096,0.15821317035414476,0.07007659404337845,0.0,0.028511134574927512,0.025057362442835397,0.0,0.0,0.021798966779633572,0.0,0.0,0.04138926533595632,0.10147945069536085,0.052704129861885926,0.0522165514426414,0.10928431620823605,0.04908696112051289,0.03733691159706389,0.13153970599198592,0.09199709338936202,0.18518971086490854,0.13753384023935536,0.0,0.06128477559354776,0.0,0.12306313435254303,0.14253618446837943,0.019916832279436164,0.20930488864679023
445,entitled,0.08484413622433053,0.0,0.0,0.006637286282030857,0.030564902731103946,0.0,0.007658362985416193,0.005795010882112107,0.0,0.0,0.0,0.0568667733960579,0.0,0.08293834098250925,0.0,0.11330165423398086,0.031288370514846085,0.030134822529034946,0.00040746738197606716,0.04144043529624934,0.005347272855824162,0.0,0.0,0.0035792424152428642,0.012417855164757454,0.09214717367038515,0.0,0.04957279493296619,0.043761126033811694,0.0,0.0,0.0,0.0,0.026675836307198553,0.0,0.0,0.03686870345653686,0.03214070563363422,0.0,0.08933242535101024,0.0,0.0028652728731416812,0.3359687404963336,0.003781200718353293,0.0,0.0,0.038319668644855566,0.0815294440563553,0.06316599532737922,0.014861081144303285,0.021710429952173343,0.0017571658551477542,0.021784163329090132,0.02928481060179936,0.03635042123266953,0.0,0.12546611687709397,0.0,0.0,0.0,0.0,0.0,0.04631231613401289,0.17245403124327832,0.01414650589824634,0.0,0.03589613957412918,0.12010568874951069,0.0113944920725227,0.0,0.00584805772523959,0.038769611444806645,0.0,0.0,0.012820944548610888
446,environment,0.0,0.0,0.0,0.04236419103491244,0.0,0.2539850380397763,0.18459916374084967,0.0,0.0,0.0,0.5087630903490882,0.11245485815396296,0.18384720175945185,0.0,0.0,0.0,0.0,0.03554267906899563,0.0,0.0,0.0,0.04689108696424923,0.016372892363851053,0.07750306173375923,0.2715429431771899,0.0,0.05606114150484549,0.0,0.12430580386642565,0.2093149800285302,0.0,0.0,0.0,0.5953221638001599,0.10306927544954246,0.0,0.0,0.0,0.964297851876644,0.02445713694272279,1.1381788523092102,0.0,0.30968748427260123,0.22423782731130878,0.0,0.0,0.0,0.0,0.074331095235866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2547750753741851,0.10668605384727904,0.0241958601065804,0.0,0.0,0.0,0.0,0.0,0.05257426728164002,0.0,0.0,0.03728093130277114,0.07696614201467218,0.0,0.0,0.0,0.008964612358554938
447,environmental,0.0,0.0,0.0,0.0,0.0,0.0592163039956227,0.0,0.0,0.0,0.0,0.6994314464901725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14975748747289014,0.496438888773853,0.0,0.0,0.0,0.0,0.447632621545962,0.0,0.0,0.0,1.672660803502778,0.0,0.0,0.0,0.0,2.182365801778319,0.0,2.0352006415510147,0.0,0.9777130145115528,0.3140061470051142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014545850597205427
448,epa,0.0,0.0,0.0,0.0,0.0,0.006020336769816176,0.0,0.0,0.0,0.0,0.01687192928327213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10320213725349198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6850118469896682,0.0,2.958890447071374,0.0,1.2101540482102395,0.0,0.0,0.4096124865327755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,equal,0.0,0.0,0.0,0.0,0.0,0.0,0.10169991381623603,0.018750706028585407,0.0,0.0867298147656185,0.00224812280537356,0.0,0.0,0.0,0.0,0.016269272284090204,0.0,0.0,0.0,0.0,0.0,0.02736267061980549,0.031741315616317885,0.0,0.0,1.2687452050185435,0.000167288706428391,0.0,0.0,0.0,0.0,0.042489200995086816,0.0,0.01481376083628872,0.0,0.0,0.0,0.9771843664417159,0.0,0.0,0.0,0.0,0.20345628148846776,0.0,0.021828926984889193,0.0,0.0,0.0,0.0044229899328877215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11220256008148202,0.0,0.0,0.0,0.0,0.0,0.01299439207151767,0.4850546523880424,0.0014362148757187416,0.0,0.0,0.1692251536010462,0.10662734508362018,0.0,0.20215634334398125,0.19827630897506018,0.0,0.0,0.0
450,equipment,0.0,0.0,0.13410438056019852,0.0,0.0,0.13264650690653212,0.025095865758708206,0.07611597536754433,0.0,0.0,0.0,0.0,0.007601261638454247,0.0,0.43825549612210346,0.0,0.05266038755967719,0.019579787131552104,0.008521873717479422,0.0,0.0,0.2595719523156564,0.05362499441032033,0.07578174766782915,0.16361145433863145,0.0,0.2494850075660368,0.025870204866346135,0.0,0.1387908464619589,0.27517100806587197,0.0,0.0,0.0,0.0,0.17100436109617073,0.0,0.0,0.0,0.022879896420351705,0.3599119724984702,0.017576186993085864,0.07675702931167995,0.02845495864984658,0.0,0.0,0.0,0.0,0.0,0.0515439316456467,0.0,0.0,0.0,0.0,0.8139728465059177,0.006895247012230507,0.0,0.0,0.23105012926686816,0.04020941551077066,0.0,0.10728617164614301,0.0,0.0,0.09820189544422654,0.0,0.0,0.0367295301030537,0.0,0.44077616303159256,0.0,0.0,0.0,0.0016320844999740314,0.0
451,especially,0.0,0.0034228439416074553,0.1399873660812009,0.06235955224054724,0.05650637109429117,0.06106492876414436,0.02793237721649622,0.042980083071996744,0.1703410853697824,0.0,0.05187844893902864,0.10787706799076421,0.28200003225176384,0.0699339209862589,0.07213962334391476,0.011849615326745276,0.03423086088820066,0.023733927237598672,0.054354633311616586,0.35684403218227845,0.010380216769814172,0.09911763597997163,0.07479156487440981,0.036086757938937376,0.10861432630820478,0.07325154053734327,0.2788493211705831,0.06779861803030901,0.1814962532163991,0.10222857150737998,0.030152146517196797,0.03117469484831775,0.02769311735815558,0.038973448503768715,0.3301669785806566,0.0,0.0,0.1483376875924056,0.04866921427453359,0.09269099162400454,0.04885539238918741,0.03425109111694202,0.01608280855960048,0.02979184570996384,0.0,0.0,0.0,0.002655244748353934,0.09092201880969411,0.0,0.015374409234208781,0.02839876247837572,0.0,0.09688449970516605,0.05429007996800911,0.03603645571726762,0.02635087444412075,0.02786943609940257,0.03587222177931538,0.030556558891487645,0.0,0.06450931692512797,0.04612999658910646,0.015235995000163729,0.058348245821843656,0.0,0.2117583406719501,0.033640611236918874,0.0065941172549515955,0.022765262910985525,0.09686795310210784,0.14938613078199428,0.03148228261536893,0.09304352182675073,0.057017857064237
452,essential,0.0,0.034377847986053006,0.36973540921553966,0.06214690192520409,0.0,0.08205434124599534,0.0,0.01692212935988047,0.0,0.0,0.017182577939904988,0.0,0.29831236596192456,0.0,0.2047383576882299,0.006662088798150175,0.0,0.04206068707160851,0.0,0.0,0.15420616491366798,0.014946174425956306,0.008562615146253942,0.0522483325098272,0.15323320346475552,0.06225100913950212,0.4864311258444967,0.05419541910348771,0.033955931636964684,0.09209590985846813,0.019416136026354867,0.0,0.07814890249765262,0.0,0.0,0.0,0.07372162721979557,0.003603352048964351,0.028244347765508864,0.05674804999984671,0.20452833177936922,0.000799443564721989,0.1652573851017232,0.0,0.0,0.0,0.0,0.0,0.11134475026030607,0.0,0.0,0.0730976843591494,0.030756350035700354,0.02651396451999502,0.16581662818951143,0.0,0.054909519533857976,0.0827830906508783,0.21244027872686985,0.0225200319039232,0.02252174935761764,0.05711227898041856,0.0,0.05687413208531088,0.09414279056424982,0.0,0.0,0.0,0.0,0.057863772986555366,0.07344406428416793,0.05148995965365804,0.0,0.040880770237270964,0.0
453,establish,0.0,0.0,0.0,0.011908852559027757,0.023572878870580346,0.0,0.021967877677383042,0.0,0.0,0.008433162790139196,0.010944561639137105,0.0,0.2450247804574499,0.046825983467016156,0.05054719551062315,0.007911226407532968,0.0462662991483404,0.0,0.015685912048452825,0.0,0.08089110400780683,0.00130636917564329,0.0,0.0,0.1301578415167478,0.041883684773313265,0.13733134100939234,0.02474292506777158,0.04584234722237764,0.029448192112843014,0.025020162560129598,0.0,0.005203498494291588,0.0494220491639649,0.0,0.0,0.05716781316682127,0.0,0.001942142610266479,0.1614596202948286,0.0,0.0,0.4559680729109408,0.0,0.0,0.0,0.0,0.0,0.01783370686878748,0.0,0.0,0.011129450439388568,0.023924640186737917,0.0,0.013534736359182191,0.0,0.0,0.25288525285815844,0.022544815302564646,0.002437109210058787,0.0,0.030627602988837387,0.0,0.06322520312747093,0.03265103156140781,0.0,0.0,0.0,0.0,0.0,0.05784538093211699,0.0,0.0,0.0,0.10654538301070571
454,established,0.0,0.0,0.09248438907133041,0.0,0.0604740798472966,0.0,0.020129983218379926,0.0,0.0,0.0,0.0,0.0,0.07664650346447718,0.017522725417916857,0.0,0.02751892089060576,0.0,0.027878153784901875,0.0,0.2739299733790169,0.2661030596807816,0.015470398916678712,0.013851525959571244,0.0,0.16517191492209005,0.08856765095171716,0.13042298982175657,0.024143663523705873,0.0,0.011506158762396197,0.0,0.0,0.09590890651031599,0.15165401049739252,0.0,0.0,0.0555937186062303,0.0,0.06382816051982702,0.17515138324310534,0.0,0.0,0.6500879448844609,0.0,0.0,0.0,0.0,0.0,0.03333952753136654,0.0,0.0,0.004181825119239406,0.0,0.0,0.013939694713791055,0.0,0.011001366007224905,0.35387724423903444,0.026251280254309936,0.0,0.0,0.043627646483170884,0.0,0.1626867591646163,0.04808948653542676,0.0,0.0,0.0,0.011557950274416749,0.0,0.06114112694145588,0.02427750769429738,0.0,0.0,0.077688662014868
455,estimated,0.0,0.0,0.0,0.07693881884345141,0.0,0.03917668161172853,0.0,0.017799541637778995,0.0,0.0,0.010058656172461374,0.0,0.16961219689135631,2.3847825398897597e-05,0.0,0.0,0.019225278904532572,0.0,0.05439412370833064,0.0,0.0,0.0,0.034506289416563446,0.0,0.10145772241176738,0.0,0.0332429283307507,0.02436880454232706,0.08203307579677774,0.015184877168942401,0.0,0.004341176769920805,0.03918451263505484,0.01610233195463174,0.0,0.697251095860833,0.08079477509393901,0.04358220996158098,0.0970830846526034,0.07065693530767801,0.04240463422504062,0.012560306920594679,0.16001083933940105,0.0583806381059871,0.0,0.0,0.0,0.0,0.0,0.0,0.056385395697954796,0.0,0.0,0.0,0.0,0.0,0.027403148134199678,0.0246382337069932,0.060087202108471134,0.0,0.0,0.0,0.0,0.0,0.04283751059866651,0.46404799819718656,0.0,0.4591138885635106,0.0,0.0,0.0,0.0,0.0,0.04749029503070059,0.028715599150756912
456,estimates,0.0,0.0,0.0,0.047016886306799906,0.0,0.03725841263707499,0.0,0.0,0.0,0.0,0.016768169725045082,0.0,0.08176905747048333,0.0,0.0,0.017294841320064366,0.0,0.02399686855123313,0.022899747027958446,0.0,0.04222200374300044,0.0018816396419818237,0.04535362436049934,0.021913635634329225,0.0007185992280307522,0.0,0.0,0.0060561922468058615,0.0003273897004025302,0.0,0.008306380595128778,0.0,0.008116847005340379,0.0,0.0,0.3996643464353647,0.03112950115958612,0.0,0.05449164218991939,0.0,0.09698037048840952,0.011827153520124763,0.2542077818660975,0.05298945665296662,0.0,0.0,0.0,0.0,0.0,0.0,0.03887971647654423,0.007432711964935757,0.0,0.0,0.0,0.0,0.02115422475891172,0.0,0.012896041750625082,0.0,0.17670236064983721,0.0,0.0,0.0,0.011908505828231056,0.5082743052483562,0.0,0.38237833201947485,0.0,0.0,0.0,0.0,0.0,0.02739710894701539,0.03239439252415473
457,europe,0.0,0.0,0.0,0.0,1.055006325173831,0.03522697395869808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4551493700911475,0.0,0.0,0.0,0.0,0.002221942729961721,0.0,0.0,0.07538165997120554,0.0,0.8778508287077734,0.0,0.17677220375611427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9101211863774922,0.018360616837712285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.153282602534922,0.0,0.0,0.0,0.0,0.0,0.29722546118323423,0.007291923326575726,0.0,0.0,0.0,0.0,0.0,0.13766153558531458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12347779008022133,0.0,0.0,0.0
458,event,0.024362435773609744,0.0,0.0,0.0,0.11504601432201529,0.0,0.0,0.0,0.04783857087327422,0.025434658842645973,0.0,0.08795208235102675,0.0,0.0,0.1268361921600184,0.0,0.04230912742214295,0.030689200659244797,0.0,0.41549354453271925,0.0,0.0,0.0,0.06679019264602967,0.0,0.0,0.057333559294655195,0.08629005956783205,0.0,0.0,0.0,0.0,0.18436541277180618,0.0,0.0,0.025078607339773108,0.0,0.02873612228070326,0.005724395980023534,0.10082614598460068,0.0,0.0,0.15198600492937506,0.04981521769219598,0.0003630224710554008,0.0,0.08409390182146421,0.03378104964196641,0.05988936604167417,0.0,0.0,0.0,0.0,0.016170945042878058,0.0,0.0,0.0,0.07485677828886453,0.03409181078204033,0.025669948720110032,0.0,0.01976160793572409,0.0,0.0,0.06243730359322383,0.0,0.1431366757279438,0.0,0.0,0.028083723648491186,0.0,0.14662663876846602,0.01430907090967914,0.006363292900069924,0.09872469704892849
459,events,0.0,0.0,0.0,0.0,0.3040743935538089,0.0,0.013762841384985411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.305204441265478,0.0,0.1135184727259639,0.0,0.0,0.4181420997248035,0.0,0.0,0.0,0.0,0.003526610367544771,0.11535538524606323,0.15764577509805755,0.1839872210963973,0.0,0.0,0.0,0.0,0.24142454996843482,0.0,0.0,0.0,0.0,0.00788190142328973,0.0,0.22680403333993923,0.0,0.0,0.021972783710335366,0.0,0.0,0.0,0.0,0.0,0.19454393087451097,0.0,0.0,0.05603314549818527,0.0,0.0,0.0,0.04134284857067033,0.0,0.13566812214161256,0.0,0.013042372793422694,0.0,0.14165988969446663,0.0,0.0,0.0,0.0,0.11294505581618679,0.0,0.0,0.01854731276514474,0.0,0.36614406064290517,0.0,0.0,0.004332469417263597
460,everybody,1.4820430189809166,0.0,0.0,0.015752547141697448,0.0,0.0,0.0,0.05212451426883216,0.0,0.0,0.0,0.04962597551712199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1557381445538251,0.0,0.0,0.10934810543799929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004872615348595366,0.0,0.0,0.0,0.0,0.01401863593775944,0.3170115855592718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,evidence,0.13267387437023276,0.0,0.0,0.0,0.07222745516441702,0.0,0.0,0.0,0.0,0.0,0.0,0.013366758703854743,0.0,0.04465495932989787,0.0,0.0,0.7038913911000597,0.06750569092644522,0.03579480661215921,0.0,0.0,0.0,0.0,0.06335784501352963,0.1818789556683751,0.09565169266367386,0.0,0.08306720299238057,0.005181678079595598,0.0,0.1905313822545455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304191645141849,0.06772097118577637,0.0,0.7510385089709568,0.020615176037454063,0.0,0.14757666101171585,0.0,0.0,0.13749297251091075,0.0,0.0,0.1758526832250257,0.0,0.0,0.01909137073379291,0.0671762279646473,0.02043379273194088,0.0,0.0,0.0,0.0,0.03468087293254037,0.15789937395855527,0.512508610759325,0.0,0.0,0.0,0.15239407038959202,0.005245468835810105,0.0,0.0,0.0,0.0,0.010238056368332877,0.0
462,exactly,0.9136004204626432,0.06485109961927983,0.0,0.0,0.009545950650411644,0.055025683984027726,0.024425303597702112,0.027719671527305506,0.0534887445342801,0.16742825438983241,0.0017021799733365752,0.11256885696165,0.0,0.0,0.023063555928338142,0.011722202738428944,0.0,0.03081374638298245,0.0,0.0,0.008263134627077753,0.0,0.0,0.01705471877313548,0.006226051705184724,0.0,0.0,0.005798646207690175,0.0,0.007449075547204703,0.04742867508652036,0.0,0.0,0.0,0.0,0.0,0.03944187405988823,0.0,0.0,0.034203828838920994,0.0,0.045829116027473714,0.15104883971662958,0.004546528951749584,0.013137208908459578,0.05676673057683783,0.0,0.030678039423383992,0.06576634639138246,0.08566444274629528,0.026735017883274256,0.0339794322176525,0.004147862605057048,0.0020311450272893295,0.010885513506182089,0.009115228786322479,0.005029981221880444,0.0,0.0,0.0,0.050710747896538726,0.0,0.0,0.07488648983453533,0.043498682930853544,0.0,0.06361624254976384,0.021941985206846034,0.0,0.0,0.0,0.05070058874041053,0.0,0.0,0.0
463,example,0.21449588081421156,0.07096665736027359,0.03771730516569034,0.06136002790166567,0.0,0.02463995544707706,0.11422008682814534,0.08986123980092049,0.0,0.05790859253276653,0.10861655836831689,0.07197177066893481,0.08926876665247772,0.0,0.07689360066868543,0.0,0.13763522497453057,0.04520211083838127,0.07892002151626656,0.5782926551611054,0.09991407469256539,0.11505986690508747,0.020517918882608798,0.046251283974943,0.21059247305376796,0.11801619991170301,0.27302628216804614,0.06995796500020011,0.03486409401151412,0.19094131252998836,0.015477912801136685,0.004708541201291399,0.0,0.042948610584060014,0.010446208736587652,0.10210877284600162,0.27718879689235887,0.02713113708687906,0.08445321549723794,0.15090569449384067,0.09649956794953182,0.0021138630114973743,0.5702485634216201,0.013704199581526352,0.0,0.06739270892608845,0.0,0.006147083167330025,0.18180345855424812,0.09994376408561204,0.03551643275763487,0.06418457438769257,0.04766064792929028,0.0,0.0800881721981935,0.04191081541403766,0.09844355945678097,0.024304380064908676,0.07015220320598695,0.04919193475699139,0.0,0.027326789745180564,0.05267583491512786,0.1305191259724049,0.20609497358785722,0.0,0.17203453228013696,0.32455906910469284,0.0,0.003973319026698694,0.03396157731981247,0.06751167194709068,0.0,0.06706127576946001,0.21031100005471398
464,exchange,0.0,0.0,0.0,0.088479772947894,0.0,0.0,0.03212499581947517,0.0,0.0,0.0,0.0,0.008927646287431616,0.0,0.0,0.0,0.0,0.0,0.03032105002812611,0.10597962478349134,0.0,0.06500315137350894,0.0,0.0,0.02838716949833723,0.0,0.0,0.0,0.10370643649620964,0.0,0.14552147274585453,0.0,0.0,0.0,0.810184259825925,0.020131431319735677,0.0,0.0,0.0,0.0,0.1825453745539804,0.0,0.0,0.38325962771759536,0.0,0.015341959802623305,0.004717951796880458,0.0,0.0,0.017265510198019446,0.0,0.0,0.0,0.0,0.0,0.0,0.08246986399616477,0.0,0.0,0.0,0.0,0.0,0.03527372306850722,0.0,0.0,0.4344678345922846,0.0,0.0,0.0,0.0,0.0,0.02455784103212097,0.0,0.0819414764307867,0.0,0.0
465,executive,0.0,0.015785388445560003,0.0,0.0,0.09267350613300905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10577036664597833,0.0,0.0,0.14373549748703285,0.0,0.41778007419296304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005719793652773123,0.0,0.0,0.0,0.3610278017001526,0.0,0.0,0.01449045240935013,0.0,0.0,1.6113413414082287,0.0,0.0,0.0,0.0,0.6333331015151079,0.1113986232533889,0.0,0.11473209757199504,0.31734022192448275,0.0,0.0,0.0,0.05821288939885893,0.04488622271527792,0.0,0.0,0.0,0.0,0.0,0.21158403960055794,0.3076963155253458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,exist,0.1699986915702589,0.0,0.0,0.007905412691796426,0.012114959824317394,0.020115520579356474,0.0,0.0,0.0,0.060865222558300534,0.0,0.0,0.09555654909223832,0.0,0.03809234603894378,0.0034405516503092765,0.0005695583021709672,0.03186682622140242,0.0,0.0,0.02686819907814032,0.0,0.009707988775136775,0.04433206395500792,0.04722411808331536,0.10379971768419972,0.11852748149878356,0.04810778110612717,0.02390403483061612,0.050130474324225606,0.004139757837732829,0.005334576514149971,0.0,0.06381597517479097,0.00014359609045825307,0.0,0.07409664746269588,0.023552782408241574,0.032744519991267845,0.05910259295518523,0.009258419684315152,0.0022218144193577494,0.23823509974704213,0.018290847637671068,0.0,0.004721863090696367,0.0,0.0,0.03117452768927668,0.001814046946268141,0.014056625616473134,0.00803388597412735,0.00873026019797369,0.0,0.008413496743559942,0.00594545042380553,0.03503419997656185,0.019986846413972227,0.012014722056215729,0.0,0.0,0.206765792252003,0.0,0.03374755755054215,0.06459191254497033,0.0,0.08228405642269537,0.03500144707470727,0.006320124680224863,0.0,0.0,0.05701935288011395,0.0,0.0025050578601020345,0.026968293172357147
