index,word,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T64,T65,T66,T67,T68,T69,T70,T71,T72,T73,T74
0,abil,118.3726882378465,70.52162679054437,0.01333563996431114,17.95709661476271,40.968052551787586,29.09033707644541,0.013952834004800558,0.01333465563731877,117.92331951400757,0.013335170368483633,387.4274927471334,0.013342104061877772,65.92032448131899,5.804327379508049,0.013334988871859913,836.9595124924905,0.013335169975080274,0.013341957830719285,9.061461324002972,419.8149865472681,22.652852781553374,244.4109550927981,0.017550417274368048,0.01333906934086898,17.59646488956952,0.013334616531329785,0.013337304368996203,89.0490583619126,0.013346345132744008,70.9019298704731,52.07561986395925,0.013334740373898389,15.913673473254653,0.11662628701147654,0.013338930259979365,0.016870573854210393,0.023290689361203976,0.013338990315165706,22.843964889217943,88.66925452708213,0.013336832574299287,43.59529052529862,0.013335137516536925,83.76715842072399,0.1709105141214136,0.026721109110195086,7.119755380143748,0.013438149629438878,0.013335124401779292,17.18839238862554,113.73667840361676,0.014984994415908766,20.115906961736286,46.1956828256836,3.276708375833977,24.092751605436995,17.40297526116413,0.013335114561347516,0.013335748422843628,0.21910480785033976,93.80377522162722,0.01333607748110532,0.013337070288458791,0.013336014547406202,71.60138910822879,17.515831223732427,78.66910617208104,74.39128457973787,40.116286772599445,298.23919783081107,0.013336165839280718,307.33719742150544,4.865366221424017,53.57426247111484,0.02563706795546
1,abl,323.97152963230315,6.356310740861274,0.013335561947496945,165.78789416538672,0.013336537556302165,537.4378790940505,73.48118635870678,0.013335491880710825,222.40250933128291,0.013334993467690884,99.70053996636604,0.08989734640367728,1.3508419605775261,58.12457138920001,0.013336500378877512,3003.1108177338733,0.013335173244023377,0.01338487076013592,31.21818469129243,116.65323197468854,36.566865359160346,0.6948772983254211,2.8103093985190952,0.013482071995534363,41.56915835665329,0.013342855781559873,2.745033617222008,619.9744395398258,136.33770538510686,32.7466630913947,220.72815703985978,0.01333859480260945,2.196676505917706,87.15206609777401,0.013352900723136552,11.461399485198708,0.013342061145054504,0.013336065647205332,142.55353809719406,39.451107388382816,0.013334874136319282,110.85228508693343,0.013336830823495098,58.24229930763883,0.01334193920036778,32.62544344206311,0.015877952697256375,0.013336038856218839,0.013337372719261487,5.627040491039847,81.83208733847327,0.020510211387221967,0.013611650735611512,44.01422765376299,383.3165978144898,53.508703972727595,78.78551304317972,0.013335281276848571,0.013334824072359322,22.77632192631002,102.19795570254006,0.014047629242041613,0.013339163287822454,2.2571008311016145,92.77349307223763,0.5085973036914945,774.2506078508618,260.47764764730726,37.502212862652435,154.01995130114938,0.013341697917403686,33.176789127625774,0.05713605192775528,40.6426049548819,7.363949991157602
2,abort,0.013578435889892769,0.01391422244350586,0.01333510544658081,0.013346283601621654,0.013334968903941072,0.01347043911542076,0.013337867517983885,0.013334868674130229,0.015286038569789542,0.01333504919436565,0.01334996812142433,0.013339438323431776,0.013336765154679546,0.01334324811059938,0.013335168326316375,0.013336770116740329,0.013334955056431416,0.013395825757003795,0.01406546258455351,0.014728488796669255,0.01333590217476611,0.013336780196488878,0.013506448724339934,0.013334972617779035,0.01333633886460024,0.013334999835885018,0.013335554799252528,0.013547210717171066,0.013335162050892559,0.013500843802968948,0.01333525405749963,0.013335012412665171,0.01333898488880986,0.014954159961715037,0.013334803532474715,0.013346190111106557,1795.0138875193736,0.013335014278490214,0.013365998859462873,0.013337817722913424,0.013335166259976976,0.013615402531500342,0.013335053394874676,0.013368291466962215,0.01333504496660668,0.013380507322860113,0.013335481533006299,0.013334829627598561,0.01333505231428804,13.090639048429534,0.013632074682810273,0.013335174634079992,0.01334043904074296,0.013335256075766274,0.013440463330815364,0.013335080318622575,0.013336236677829646,0.013335339523393278,0.013335183833551879,0.013337673801236533,0.013336894370640366,0.01333865987909185,0.013335352779264828,0.013340741857621014,0.013350570731227555,0.01333582450213517,0.01333818267816486,0.01333765995196619,0.013357800166531937,0.013344476333726488,0.013334884051725355,0.014114399693168075,0.013335130484521366,0.013335103135136335,0.013337076301313278
3,abov,133.13603585759853,10.543372108491937,0.01333527491139251,26.97589151721853,0.013336960789879638,0.04981063088938728,0.013347030518196513,0.013335302824380587,12.657851959665662,0.013334884016049743,9.15052172442686,0.013334917918341783,142.5559724099381,13.373363589248799,0.013335705337567963,19.485587721579147,0.013335039464626807,0.013335464377865876,3.8972562192292295,0.6115068822854992,17.512544784658324,5.233824541094548,0.013345113511725293,0.013335075092921048,45.28441534908291,0.013335578269510966,1.6879184751969156,10.325556460181593,0.013344873819865252,0.013784174922268678,21.705644737857572,0.01333566157631747,41.72628160032513,0.07020025285441114,0.01333682586378687,0.013342394703896974,0.01333723792185652,0.013336807840124561,21.040613335209645,0.01338144187757026,0.013335111223477601,25.90312769094423,0.013335201746702068,0.026473254018640688,0.013335755695694,0.013388539412285724,0.013464294013961672,0.013336380147648826,0.013334900924169446,0.013711015371874368,0.013685205576488486,0.013335717761118828,0.014409233192133816,0.013466501803139665,0.4236332573980552,0.018854728678473903,13.756935879579357,0.01333516983096016,0.013335309496706981,0.013337649758192033,52.809814100011394,0.013339295306614395,0.01333689093251393,30.81039020135167,250.92727381172966,8.914675909221453,51.0977779896984,20.890419116205983,0.523508892108666,17.737850966228624,0.013336353156845705,45.98303661836399,43.71879075836409,0.013508646971725668,0.013337093940573684
4,absenc,59.20987076363983,0.021890994823942647,0.013334979244781445,40.49670954324892,0.013334993994003345,0.27799143613366567,0.013506638838582259,0.013334962938815037,34.12611442459425,0.013335425067874097,0.01503370446014852,0.013341444414432085,20.19469594597088,4.078529631646976,0.013335375827929218,127.7165897910542,0.013335988327847994,0.01346443158903039,0.042298399224306,0.013402505788424345,0.013336091520253859,14.433045485705108,7.160046617631312,0.01333614665469643,25.32863561179271,0.013334994474812194,26.027229680340294,298.28621925042887,0.013335902085727932,0.013532754798271839,5.490554987254585,0.013335492756564739,0.9882114683924271,37.50798496581512,0.013335456258392477,1.1759136533658114,0.013341705860429631,0.01333519102067854,0.013833597455914224,3.299373891058259,0.013335100119568616,49.4771444012571,0.013335020302381264,17.27580403491802,0.013336514262645064,0.0412723342920954,0.013356704864145733,0.013334765010124813,0.013335064183719474,4.169612362521931,16.966745891859556,0.013335247816189373,0.0133372074170684,0.01388203519825827,6.8261223601479015,0.013339139603519996,10.445502657864967,0.01333491158646383,0.01333539215027826,75.1105271267854,41.12490972600639,0.013335244482363276,0.01333507124600866,1.2745369934177084,11.40852107354528,8.613134461950565,27.05712397523496,0.013546334902406632,250.55543334154564,23.452892620150788,0.013335156156120466,55.782738030474924,21.479996303959282,39.043247307101545,0.01333549050809553
5,absolut,34.16819346994566,47.873705084327526,0.013334938068467339,2.0887411446027926,0.01333952043274835,49.92084585117332,6.515293175131326,0.013335056579394123,31.326361069386824,0.013335265218531156,3.0404625392362323,0.013335380009421652,0.01333810521222294,51.99784493192721,0.013334976222278196,738.4489647511783,0.013334843177772313,0.027428366277434828,0.013625461827838166,0.013902216404475011,0.02019576303436311,0.013338179577325152,9.241037191449813,0.01333561540618874,1.701366501381435,0.013337686233227166,3.959499878958663,47.88177547359964,0.0133640567936325,11.878806984264127,0.013739105937889268,0.013335590376500167,101.07822900611441,9.391042808774925,0.013335412988641491,0.021433590567688735,0.013344734378058918,0.013335926246128952,44.5175175983719,0.013991076705738936,0.013335930726193337,55.09978482523631,0.013334753483482535,3.709027886610877,0.013335551228037175,5.48574704798651,0.01346048349866374,0.01333542996521435,0.013335030620921902,1.1758135406722037,1.927285802121436,0.013347269571610405,15.535980997139943,0.013343387600244441,57.6826957648979,12.851065640401062,17.920296360281778,0.013335226268133998,0.013335132488178565,20.501942416090948,20.207145498817116,0.023772561976394883,0.013335242510243634,0.01335785573444134,16.18654541556317,8.434882305705463,146.74951240471458,212.98588040921751,55.68863569309138,64.42515247908962,0.013342310091479917,67.41419606251527,0.013387233632712938,0.013336768041900208,0.013336433943072165
6,abus,0.033105774635776485,85.91169849266274,0.013335522141004003,0.013360497311800472,0.013367558287790453,4.920783565621744,0.01333954200170662,0.013334914193416179,7.173709778879631,0.01333519391263814,54.48233121624852,0.013347334303674825,0.017181560581344398,681.6910792621226,0.013335116383135021,0.013366318832046404,0.013337002872265637,0.013336379081840505,0.01334031558004837,17.122777615063434,0.013336828232561281,9.260217012062773,2295.5071599179296,0.013335144158332616,0.0133380037759507,0.013335122701187866,0.021997453451920265,9.22387147115715,0.01333614121592278,13.379665006834628,41.228827961760246,0.01333523127678116,0.013344478104071926,0.013344220537708042,0.013338720814955449,0.6207139425298586,0.2321270256849853,0.01333477383352221,0.015306627550273844,0.013336950711611378,0.013335469867994427,8.122030931534708,0.013335229746280963,0.013477020323704552,0.013335315797363356,0.014051990514771509,0.013337322786354269,0.013335342000709594,0.013334764639097815,0.11459982087647072,8.208114078179923,0.013335122048089976,0.013370600878462738,0.013336415142307084,237.49530819085925,0.013358886323597961,0.013371332806345169,0.013335204933120721,0.013335240038736203,0.46017273945621556,0.013337341075964966,0.013335626068796885,0.013335236764912389,0.013335340499966439,0.027872759149038834,0.013524765133794633,3.086814188298301,0.013527656028209102,0.013784130373527076,74.30003551386449,0.013335163430375713,176.8929143868422,0.01338891190426089,0.02249506518135513,0.01365669929168146
7,accept,171.83051243295807,0.28238316140845166,0.013334915763845769,13.389431769265196,0.013342314101091346,0.013353113448595645,0.013353842290373489,0.013334958690757693,77.33361537743292,0.013335739979166282,11.260349657790808,0.01652548380366777,35.00975272090338,64.62301639285714,0.013335274632603441,184.5564172803575,0.013334585495135585,0.014465525627983929,8.028001580820307,28.243575782502706,0.013336570454995422,1.1013760801634698,11.520473544704405,0.013335148681046242,0.02053021957159685,0.013335426013770713,0.013348854014644003,208.71889302619365,10.12224227591999,93.452919702249,1.5730956689234097,0.013335459543851555,63.63853133591865,30.184051492015467,0.013336149172439358,28.01963179201985,0.01334403470676602,0.013336889693234986,2.2483856138454064,1.0436394933736044,0.013335188993216087,185.4595334912947,0.013334824404297509,35.58327737291772,0.013334802591831759,0.01334427595156327,0.013336469454932406,0.013334898879009821,0.01333463159924472,0.02468710344025013,21.121910324140046,0.013335641152548153,17.084590776248394,0.013344740232391733,15.596219693097268,0.8222183783849586,1.0873770160518483,0.013335214057514744,0.01333505497316486,0.6504261334474342,15.019537914437837,0.01333578610137805,0.013334971787687411,0.05006316497401141,6.775135812507643,22.835128426584834,51.221592194704414,22.52291347374622,0.01337700349931103,157.4547640992502,0.013334906158067388,115.41817281733941,24.95027721061576,0.013534020955213097,0.013335977264481793
8,access,0.5915890004334639,0.10583579947686848,0.013335149018935274,43.55858900175899,602.3288028311173,254.6628058309601,17.428554168666384,0.013335262745588081,1677.3729885560638,0.01333537839618578,356.1235285637331,0.014059951572472192,0.013337091785357495,0.014693500923436334,0.013335435806947484,155.25008678976624,0.013335160231460527,0.013346803889115072,157.15316117305593,607.8719724911258,0.013349219841736844,6.766922505017547,0.5499213036354121,0.01334809775503954,0.026777337918288274,0.013336940592414333,0.013856259723756448,0.013402889153638914,142.40161811890516,0.013363898326657964,993.6700564754871,0.013349601735055642,0.018586210360214492,7.466612012921396,0.013337564100041966,0.08646083509053444,0.013355102761675595,0.01333497718890341,0.06733474668865527,230.0887375667282,0.013335048278677306,16.258907937872983,0.013336015871843491,257.6697243880975,0.013347501864108836,60.90594965453703,0.013336062112872756,0.013334829873588803,0.013335486590110527,57.09644231443431,283.6939548058906,0.01334679829796821,16.750184140905127,102.59829842261487,0.013341740239841296,0.014694067512549978,0.0932792842925337,0.013335097237379339,0.013334823327838651,15.17059245720288,14.2175391238104,0.013389903821248682,0.013335385576354032,0.01334897077617677,0.013355792802895025,0.013336108937590753,0.014047964535952941,15.931563882822736,2.217506293182391,446.42904495690846,0.013335236706045476,14.756707762494145,0.12371958236223474,0.03201849496496252,0.013339317953677553
9,accomplish,64.44143355502467,3.7187085752014606,0.013335648312437151,0.1316162541367244,0.01334114822643363,68.17057703696977,0.01368055727814374,0.013335309963669825,9.647080848204663,0.01333497329053512,21.89264669059628,0.013337583504887559,553.518553871291,0.01357426384249474,0.013335215198415516,17.615668980761882,0.013334756448221404,3.9843262412435023,32.01454814655666,68.11573181675148,0.013337552493273296,14.928940719265492,1.9170743650058164,0.013334970120413896,0.01343240086750589,0.013334967630172875,16.842361138373498,321.2518866171696,0.013423729857203675,0.5942800329421356,49.34170979110863,0.013335279176894777,65.98227335807748,5.575735803085145,0.013335958607834797,0.02367814626690601,0.013657725543428725,0.013342458104135022,24.011513899317904,0.01340486875342518,0.013336706636795533,23.398734102246166,0.013334800580934163,29.22112810183453,0.013336091465009761,0.13696734330169577,0.013343333679329583,0.013451874296618753,0.013335290995009656,0.017067065611280307,6.123461443232022,0.013336322678501348,0.013358480044058058,0.014618046003832359,0.016869936282802128,12.621707047549894,27.269897978145742,0.01333501076840848,0.013334734585687295,16.34447484821086,5.209347072443712,0.01333516962295258,0.01333502145778538,0.01334425008488123,32.4781743250417,0.015488539861606643,0.07321710572436513,42.300823934031705,30.720293169419485,48.058428224709985,0.013335271604202302,3.488448870602471,1.997864190738069,16.266068105733023,0.013487106404443184
