,term,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24
258,complete,0.0,0.0,0.19575020825890158,0.0004401330555570232,0.11324708272578642,0.01216872837103315,0.04812102775809778,0.017304155437969072,0.06584963765536503,0.0,0.0,0.3692715504391703,0.01823391129576648,0.0009199324339105891,0.43391510064584415,0.0,0.0,0.034245558863235576,0.0,0.11011396970779075,0.1547302722061831,0.011928268470329167,0.06319217358650778,0.18280580742809865,0.04700498945804421
259,completely,0.20489111373892477,0.025788286831422445,0.15381016034693873,0.05383720349466251,0.053257687643662545,0.02712889330295082,0.0,0.05665374166200771,0.017220267813358878,0.054965990959787395,0.02142106478170556,0.022502813240527966,0.08311690118746623,0.0,0.10243091284002397,0.01103110921087619,0.024724430367540726,0.09737331696106899,0.008046582951820518,0.03833687581535223,0.06315226710340444,0.03935325772202762,0.05070769226702015,0.06529717437067079,0.004662869772029786
260,comprehensive,0.0,0.0,0.4514433616558388,0.3075375559917818,0.0,0.036112087078685136,0.06345623683781057,0.0,0.0,0.0,0.14818525976022792,0.10329477350870124,0.0,0.02043306847295699,0.14756130074450313,0.07266280744921187,0.12572379264410238,0.0009863186835828582,0.14181132944971717,0.0,0.06357748756627367,0.012524302448228651,0.16269333554879134,0.06138860861890696,0.07404906497218841
261,compromise,0.0398094994054793,0.060958991898871676,0.3387191752878493,0.019192243322595334,0.0,0.036615444814905106,0.0,0.0,0.0,0.022078552643355193,0.0,0.5032391582636863,0.11387485916340537,0.04295757546861987,0.6105660243046995,0.020615887794276942,0.0,0.0,0.0,0.0,0.12380186230118743,0.07482596658163801,0.005564153828319715,0.08961486437585124,0.0
262,concept,0.18988806698076374,0.004710680922214787,0.2415426983423622,0.018356820174295144,0.0,0.014375805962960014,0.05496493731715247,0.04474187207836414,0.013450109116179703,0.03616051300986008,0.0,0.08039695069733009,0.11073747993547738,0.0,0.0,0.0,0.0,0.09516542918295302,0.0,0.09612628189412407,0.0881415981831437,0.038586756944802604,0.10011894118093193,0.04085853082709852,0.029370877055232367
263,concern,0.1493008538740712,0.0,0.5508426175869344,0.08092447349058905,0.0011172672692314773,0.1305313693703535,0.025450331541310062,0.08499987807409842,0.005846959697436325,0.0,0.02841211899456994,0.3169473359398464,0.17794333306030433,0.01446034183217894,0.26546443574663003,0.04992084598728042,0.053374046731299356,0.4819992396064316,0.03886727374088058,0.23645403222279637,0.12594548167771016,0.03272888413179411,0.21092844707325656,0.1765059471400762,0.1018705730097512
264,concerned,0.6193935770503327,0.07410505562319232,0.46822681980498093,0.08004013236727751,0.044851292632532604,0.1658860731190544,0.03346943293675558,0.08393256174593029,0.0,0.003198004726451872,0.0635054046777485,0.22054915571814274,0.20204533862596663,0.005778423850040117,0.21500183320418967,0.0501388111836112,0.030314341475548817,0.20474350820704473,0.07498867341661153,0.2539558362457664,0.15952408508499852,0.051337387252772315,0.16416398181079359,0.12417139794405056,0.07817257689889866
265,concerns,0.0,0.0,0.9865687253106459,0.11801572762098288,0.022083207074645488,0.29417698933772074,0.0,0.08616215736019171,0.0,0.0,0.05114859000025219,0.3301166691627705,0.23460217166769834,0.02765581430349401,0.4730567266637122,0.07154645898063752,0.0,0.18450056223097785,0.015681383627732404,0.23321628274158668,0.05262887199574122,0.09943896969828463,0.15967785376282254,0.26667407056064324,0.14636645858406408
266,conclusion,0.10053289849132618,0.01970520286022535,0.17035645874591854,0.0,0.07498683847532606,0.07296619243640504,0.0,0.1721396464826371,0.0,0.01761337506812093,0.016388891307373435,0.24303096855024875,0.06772339663952433,0.0018875652135664758,0.1579508766592824,0.0,0.0,0.12508314139163026,0.0014187991341871192,0.10938685343446308,0.016582922593839398,0.0,0.113936007967009,0.01846688716497362,0.06323484594713585
267,conditions,0.0,0.0,0.30188481724454597,0.36860477542898035,0.10846344305844584,0.2428160578087123,0.0,0.0,0.0,0.0,0.0,0.0,0.04054412895736548,0.053256752727786544,0.0,0.0,0.07335511863923286,0.5886156371710022,0.0,0.11488223483642285,0.16367569353970193,0.15594704659458822,0.04005124731732482,0.21861491774123512,0.10983694595850564
268,conduct,0.0,0.0,0.5810707620403777,0.0,0.12689222785202822,0.0,0.0,0.3235571897420251,0.0,0.0,0.0,0.05290209164856383,0.05755075698902242,0.0,0.2938427979491108,0.0,0.0,0.1943001197999915,0.0,0.1730322673272938,0.0,0.0,0.03344228051047413,0.0,0.19618389421221522
269,conferees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025033924031035316,0.0,0.16431978046531306,0.0,0.0,0.9756141770763073,0.0,0.0,0.0,0.007142657815679246,0.13853568712688583,0.46268861960202257,0.0,0.0,0.0,0.0
270,conference,0.0,0.07420062497785816,0.0,0.0,0.0,0.039017509570873334,0.0,0.0,0.0,0.0,0.0,0.8612921697378356,0.0,0.0,3.568703971278927,0.0,0.0,0.0,0.006300832487090205,0.47445103048485393,1.5370961414792217,0.0,0.0,0.0,0.0
271,confidence,0.2188137457637025,0.05354572263123686,0.30583431430760294,0.0,0.06039946336618952,0.03825506534500323,0.0,0.0741248686096599,0.10495040424868597,0.010961920000610643,0.0,0.11309902055638181,0.0,0.0,0.09611206607230792,0.11419306985623405,0.0,0.08150480329608548,0.0,0.02335739429780591,0.0,0.1547303859720879,0.13326718410123164,0.0,0.0
272,conflict,0.0,0.0,0.0,0.0,0.6696366521962401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07114279244737759,0.0,0.0,0.0,1.015591524474089,0.0,0.3507733694117989,0.0,0.0,0.0,0.019268227201501394,0.0
273,congress,0.7991891056829845,1.7638379039047178,3.180580679347377,0.18391580233862112,0.8333757563318553,0.3782912716830331,0.0,0.6310345808309986,0.8967214173062873,0.31638199011127827,0.19607859899194766,0.0,0.26726858211622173,0.07419725542637817,3.2072418944137904,0.18567667186870243,0.0,1.1711409895087446,0.0,0.2943745429391792,0.0,0.00103377744858832,0.043288731604470686,0.0590179645562315,0.0
274,congressional,0.0,0.8633324185766909,0.6730768109160575,0.12097445522734494,0.06155572240218209,0.03548713074519204,0.0,0.11034168228065994,0.9520363161162514,0.010373829534093215,0.002443860575902259,0.0,0.0,0.0,0.966538353900246,0.0,0.0,0.1862409500647755,0.0,0.052814604847485985,0.02472790285056908,0.03076600003392767,0.03800111402360716,0.07525443862992251,0.017902989849973152
275,congressman,0.08576239191720093,0.0,0.11509829192293625,0.009125280611039809,0.0,0.0,0.0,0.0,1.1912739342279126,0.0,0.022858740467088683,0.0,0.0,0.037060628625995844,0.6794803530040551,0.0,0.0,0.02319901970832881,0.0,0.0,0.0,0.0,0.0,0.11071616702766757,0.0015018390436582272
276,consent,0.0,0.0,0.6476778243361941,0.00793645618497275,0.0,0.06491197925982306,0.0,0.47686022628004404,0.0381982096276514,0.03854118908260995,0.015626090453452906,1.0461837290052516,0.0933243907121963,0.05139602437264546,0.0889792712977794,0.0,0.11140602801935237,0.1789556829754835,0.0,0.056783820835842776,0.0,0.0,0.1719753237739303,0.11471931489355965,0.1172200495861452
277,consequences,0.12160429146120691,0.08395998906441834,0.2585756698538886,0.10133953079313418,0.2650553364169816,0.06453193135673872,0.0,0.05441753886007191,0.0,0.030461698351343124,0.0723031434562495,0.012643305090252754,0.06445076517533224,0.0,0.009631100277862568,0.042883893888868915,0.10822123133250684,0.2258739107685469,0.042460059669006144,0.01615695867558833,0.0,0.10009242608648505,0.1137087752396092,0.07950085630292876,0.06036349568900251
278,conservation,0.0,0.0,0.0,0.0,0.0,0.030202968890228173,0.0,0.0,0.0,0.0,0.9531451766159764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7305898464170132,0.0,0.0,1.8029837172981842,0.0
279,consider,0.04236603324144256,0.09443242888307544,0.3769417940474504,0.04417514840748306,0.06772964713668767,0.11057077927462929,0.0,0.25255242154867763,0.0,0.09330303345320197,0.09576129988910159,0.31389182410215843,0.2394973770165466,0.0,0.732903997343616,0.049962026071100875,0.05899544059698924,0.17602464510611682,0.007369887670526561,0.1407319009435558,0.06635760643958101,0.1214981005458675,0.1308501227153169,0.04905235773705603,0.055194160492850086
280,consideration,0.0,0.0,0.2765434572485143,0.0,0.0,0.04029770840183056,0.0,0.1096933812807598,0.0,0.0,0.0,0.3989794279095902,0.4110044926726572,0.0,1.91319635490538,0.0,0.0,0.0,0.0,0.051501372645432766,0.04775584389346558,0.0,0.0407525460529113,0.09273117330131402,0.0
281,considered,0.0,0.0,0.35308740077264417,0.012100708902468874,0.0,0.0447878079619217,0.0,0.2041186069501683,0.0,0.03146835313667014,0.01009403390830751,0.2192160196092817,0.36155445711936457,0.010313937704909754,1.0703893637269626,0.0,0.0,0.00434319347766665,0.0,0.07044980845006125,0.026305935403624147,0.0,0.06491854966302929,0.09182396216524978,0.024769065050735336
282,considering,0.0,0.0472476188804282,0.29286684176919675,0.03329796709847859,0.02613354770792494,0.05532886306061655,0.01949226773875487,0.08933473181246372,0.0,0.03679668045107296,0.049440036547559886,0.08129897543284187,0.07869610933558273,0.008734654318088397,0.35421127047286244,0.021436778972923783,0.014414810595844688,0.04765263408598244,0.0,0.06555786912729182,0.09895144624138869,0.0665288142401979,0.05499309668634109,0.028836713758590777,0.04022305721621899
283,consistent,0.0,0.04391688642299503,0.35298911491255003,0.0,0.02560381196420367,0.05872034419193767,0.0,0.1205454200203453,0.0,0.006277059632486554,0.014358436564408503,0.04470650567882541,0.1563087091535966,0.0,0.10168083362734852,0.0,0.0,0.1358004472767383,0.0,0.1278614856258345,0.07767105501596734,0.0,0.050059577911046864,0.06434331964672864,0.05508760696612942
284,constituents,0.4256466817666597,0.08264868494191986,0.13366875171734938,0.16161665511742215,0.0,0.0,0.0,0.0,0.6126853774851835,0.09757326600487111,0.10264459724524944,0.0,0.036521932353252275,0.0,0.6285756502939389,0.05733992080565574,0.0,0.0,0.04495856500374402,0.0,0.0,0.13007267931674582,0.0,0.10254113383400894,0.0
