,word,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24
963,particip,0.04041037508028119,0.002358673816112369,0.008163698940474943,0.11279970337786988,0.0,0.005589895568169971,0.09691069956089735,0.004343515468708974,0.03516298639546829,0.04800031085862649,0.0,0.0,0.002356761845621049,0.0,0.0,0.011872633186913253,0.04117043693074034,0.0,0.0,0.013213552048232323,0.1084213757027987,0.0,0.0,0.0,0.0
964,particular,0.1619057187290776,0.008635699117941662,0.011983728227459602,0.0519508658217195,0.0,0.007577962616734426,0.015032639236536359,0.0,0.016230688747302435,0.05349413056233851,0.0,0.11235528775426679,0.024345597048019627,0.019850799966104612,0.0,0.03889071929789665,0.12872227571802566,0.02792889369936952,0.008477584013971867,0.05842718572126166,0.13649893849531677,0.019977563639505123,0.0,0.003817970971636508,0.0
965,partisan,0.04126899778221173,0.02834216410646011,0.020808191251835917,0.0,0.00713249723744873,0.0,0.0,0.028571348855387535,0.06498791518040781,0.0,0.0019083547064021721,0.2231917091794443,0.0,0.0,0.0,0.0,0.0,0.005027054050870194,0.00942426714329739,0.01271404917866047,0.009048709204225588,0.0,0.0,0.0,0.0
966,partner,0.0,0.08609735734742456,0.0,0.0751985932068974,0.0,0.0,0.0,0.023381713064657843,0.0,0.0,0.0040185238334477505,0.009672530744582604,0.02137793273899921,0.01766971249769815,0.007097870842688149,0.18066327253905737,0.0745854453323865,0.019756546209175323,0.0,0.11538016377061391,0.026520062711436403,0.0,0.0,0.021336836326062997,0.0
967,partnership,0.0,0.0,0.0,0.054783667637130766,0.0,0.0,0.039192089001343584,0.0003470738886641849,0.0,0.0,0.021609587602418913,0.0,0.02182506459403188,0.00299071644502351,0.0,0.330087625704256,0.12321287993418667,8.208721287597823e-05,0.0,0.03307431915838497,0.003781263619068095,0.0,0.0,0.0,0.0
968,pass,0.3215106205203301,0.0,0.0,0.062485774384615014,0.11670709906701401,0.07138052471886222,0.0,0.22504878962476635,0.08290764402560039,0.0,0.0063973168932587015,0.8796227075582486,0.0,0.06254779634980487,0.038687270103045394,0.10152879054107845,0.12143194199979827,0.10197432641965683,0.007518588147419083,0.0,0.2644575334587237,0.0,0.022153796078877592,0.0,0.026911931810208498
969,passag,0.0,0.0014135131417341868,0.0,0.041800873188604454,0.0,0.006243440962212369,0.0,0.0030710964029475544,0.034696988631699226,0.04141004984409167,0.0,0.12426997397353663,0.0,0.00995161645492693,0.0,0.017218142331085106,0.04430845341840529,0.011066419929369655,0.0,0.005020744797743731,0.1412411699380423,0.0,0.0,0.0,0.0
970,passion,0.03275918432010869,0.0,0.0,0.22573821246465992,0.0,0.0,0.02299789464574381,0.0,0.0,0.0,0.0,0.04151382103036177,0.0,0.0,0.0011425391054019106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
971,past,0.07205857116153801,0.0594259213923579,0.03082275398325169,0.1560630459452937,0.03887039548355795,0.0,0.00900564591225202,0.006886874314357463,0.03089525853951461,0.0,0.005711789936637061,0.07904180257768118,0.03793400261048704,0.029981672741419448,0.016169878485542966,0.07039695661340983,0.08860131969741858,0.011588088242754558,0.0,0.11580979885339981,0.06880711761971121,0.026040525404662583,0.034104436766433044,0.0228353463597349,0.03160969610670851
972,patent,0.04165760157682061,0.0,0.0006301938090931096,0.0015258729573628385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032676605985570574,0.0,0.0,0.0,0.0,0.024496541035762442,0.0,0.004479657143931359,0.0,0.0
973,path,0.04703994487322585,0.08997374594750557,0.0,0.03778344768975168,0.14163614354781523,0.0,0.030487044490688682,0.024365106456284286,0.0,0.0,0.0,0.06923184092867048,0.015223821349398675,0.0078924960664119,0.0,0.03295793929396789,0.03292450534677363,0.00719973526143699,0.016506276347002507,0.0,0.00207887354736195,0.02121285753768395,0.0,0.0,0.03708009246751303
974,patient,0.0,0.0,0.0,0.011004486076029088,0.0,0.04947147055663927,0.0,0.0,0.603208103038404,0.0,0.0,0.0,0.0,0.33466554381645536,0.0,0.0,0.016293465606140107,0.0,0.0,0.0,0.02705724098020543,0.0,0.0,0.0,0.0
975,pay,0.34195283756516043,0.0,0.0,0.07027747630274063,0.21200506637772892,0.038681895434550154,0.0675306510136458,0.04087047445982055,0.23109912692716067,0.002846307747977543,0.0,0.0,0.0,0.0,0.0,0.0501548352456144,0.07486064656887148,0.0,0.045978875402351904,0.0,0.0038282955474888856,0.0,0.0683423677798812,0.04347222756106872,0.8035720074156488
976,payment,0.0,0.0020517852348668868,0.0,0.0,0.09777360977300927,0.010633236259548847,0.008184861263372827,0.0,0.10248226267235754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05475709321989838,0.0,0.07001389212900802,0.0,0.09758554601271462,0.0,0.016974884721740656,0.0,0.0804072486524909
977,peac,0.044423442236657326,0.1832239304605073,0.0,0.2414823632491181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16124820662730344,0.0,0.0,0.0,0.0,0.0
978,pend,0.0,0.0,0.107636320068903,0.0,0.0,0.0,0.0,0.0,0.0,0.16675529894087326,0.0,0.09218434857921033,0.0,0.0,0.0,0.008986695696909028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01489371352513388,0.0
979,pennsylvania,0.028833412849857964,0.0,0.08257543185605234,0.13412266823495148,0.0,0.01878344627477204,0.04822209285417759,0.0,0.003477117317648888,0.004611860332657444,0.012891500868831353,0.009956493018308829,0.054036897477857455,0.019099955315894843,0.0,0.0,0.03517728385842167,0.0,0.0,0.0,0.0,0.0,0.0,5.2878997294921014e-05,0.0
980,peopl,2.283032350855878,0.0,0.2575317593926902,0.15758625063186585,0.0,0.0,0.0,0.10208646027198882,0.29653131369174995,0.0,0.06155676478540736,0.0,0.0,0.19299681995454618,0.3709952440355197,0.0008614335022856353,0.0,0.0,0.0914284889506376,0.2235258529672511,0.0,0.0,0.0,0.0,0.12865815617931797
981,percent,0.2994346718396042,0.0,0.0,0.0,0.25480632991112223,0.033077666272754505,0.2615728007224552,0.0,0.35912232095812713,0.0,0.07916808077654668,0.0,0.19465149617194202,0.12452836201950382,0.1404147277111196,0.16765818168429525,0.31379528361804426,0.0,0.001372015975536516,0.0,0.0,0.152643600907662,0.2692042558194815,0.05662757877515674,0.2860524448849197
982,perfect,0.07455209520215876,0.032113260368298514,0.0,0.030504501310789932,0.0,0.0,0.007529127685227373,0.0,0.021330198406016253,0.013772909679778136,0.0,0.04084298500514022,0.0,0.0,0.0,0.0,0.03423553047625171,0.0,0.011324012183388178,0.0,0.04174637130522786,0.0,0.0,0.0,0.0
983,perform,0.0,0.0,0.0028941755502132553,0.06019493964105561,0.0,0.044793289087762006,0.12284983031741768,0.010868711948638378,0.04811375621301152,0.009143813732480265,0.0,0.0,0.016595980907641403,0.0,0.0,0.0,0.027334325149072834,0.0,0.0,0.001282698988079505,0.10968997383087287,0.0,0.0,0.0,0.0
984,perhap,0.12830440432502505,0.014373866166885291,0.019096076641964402,0.020837122055788006,0.0,0.0,0.0,0.0,0.0014345453373531488,0.018452705379588312,0.0,0.03832510471457131,0.0,0.0,0.0,0.0,0.010067643234474188,0.004041842606614757,0.0,0.030085435247153406,0.015606437079220159,0.001483131412182116,0.0,0.0,0.0
985,period,0.127734156385488,0.03439894325485888,0.004487121386090624,0.020259901040021747,0.049558357004161904,0.005470676481769665,0.0,0.0,0.012463648064545597,0.0,0.0,0.03717197979974007,0.0,0.0,0.004294618340171012,0.0,0.02395641315218059,0.0,0.0,0.0,0.1502840540150312,0.01767176342112228,0.0,0.0,0.003944418870081346
986,perman,0.0,0.033284340885717786,0.0,0.03487213242673064,0.0,0.035989947948636115,0.0,0.007474090704575459,0.0,0.0,0.03802552483890674,0.06217223865982768,0.011902483959899323,0.0,0.0,0.0,0.0495043475375236,0.004848546195151979,0.0,0.0,0.02931552262406356,0.0,0.0,0.04331854166964993,0.37888822769404257
987,permit,0.0,0.006888136597172428,0.01986567626534532,0.0,0.0,0.0,0.0,0.0,0.0,0.04802051695189979,0.19275426146517244,0.0,0.05957934719312659,0.0,0.00015761439399775606,0.0,0.0,0.0,0.019121100622195537,0.0,0.20516818610482548,0.0,0.0,0.15196438897912581,0.0
988,person,0.3176499030948505,0.0,0.14459715305849277,0.2814047273195929,0.0,0.0,0.0,0.08065690609312837,0.03107881109228834,0.06370817889761335,0.0,0.0,0.0,0.023180821257208092,0.08810282303040919,0.0,0.0,0.06069400463196544,0.0,0.05522224015438809,0.10064100808709253,0.0,0.0,0.0,0.0
989,personnel,0.0,0.0,0.0,0.025290204521407282,0.0,0.025990505945199006,0.0,0.16343558215253773,0.0,0.0,0.0,0.0,0.0,0.004517515260080822,0.0,0.0,0.019912377731790096,0.040710946751333986,0.0,0.09608669042273771,0.058381827256166655,0.0,0.0,0.0,0.0
990,phone,0.1600282567888302,0.0,0.02272211222517787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005897317747628594,0.0,0.0,0.0,0.0,0.028064058387731686,0.08975320860354263,0.0,0.0,0.0,0.0
991,physic,0.0,0.00041420516062701756,0.0,0.06535830259589001,0.0,0.021648659953216208,0.023467814579147695,0.0,0.03143182229126195,0.0015837962828083463,0.0,0.0,0.003836970617626419,0.008472217722134405,0.0,0.0,0.030145853241701825,0.0370375002894548,0.0,0.006464734761110176,0.01420710996727917,0.00579383838511634,0.0,0.0,0.0
992,pick,0.11309749590441966,0.0,0.031133042190347283,0.0010412876282649176,0.0,0.0,0.0,0.0,0.0007149053919960132,0.0032716765973981056,0.0,0.0,0.0,0.0,0.004735843615151103,0.0,0.0,0.00014243440746995032,0.0,0.0,0.0,0.0,0.005599530877593664,0.0,0.009566918031645017
993,pictur,0.11451031020349504,0.0,0.0,0.03328886314811336,0.0,0.0,0.0,0.0,0.0,0.0,0.019461619445592108,0.0,0.0,0.0,0.0,0.0,0.0,0.010617159177805112,0.0,0.014859089560829476,0.0,0.007926165547326601,0.0,0.0,0.0
994,piec,0.1950449834702528,0.0,0.0,0.0,0.0,0.01183660558832761,0.0,0.0,0.0,0.0,0.0,0.14105269553467478,0.0023704853582946933,0.004731199317241993,0.01637236608826817,0.0,0.02472892419407856,0.050898133780333525,0.0,0.0,0.13295305034394048,0.0,0.019178394433016565,0.0,0.0
995,pilot,0.03143748836327084,0.0,0.0,0.06908929660896422,0.0,0.039587873720819754,0.0,0.0,0.0,0.04514526545661088,0.0,0.0,0.0,0.0,0.0,0.0,0.06856063104812647,0.0,0.0,0.08557092080310155,0.0,0.0,0.0,0.0,0.0
996,pipelin,0.0,0.0,0.0,0.0,0.0,0.0,0.0006242631703438323,0.0,0.0,0.0,0.0,0.048532450763532124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4295600092288945,0.0
997,place,0.36572329576515866,0.09168243869012983,0.0,0.18847366857265996,0.0,0.02609152889728436,0.012136868814894036,0.0007333212652130002,0.004498392611243922,0.07190201571736761,0.03901698808026512,0.0459791862431796,0.022682321665079778,0.018459985046702064,0.05100460172858406,0.00567315279980492,0.06468715771928872,0.08835616552375858,0.013418507415573879,0.09797326850275205,0.1417851543434406,0.0,0.0,0.04058132371157696,0.0
998,plan,0.01884669295153635,0.05893832464218978,0.0,0.0,0.031237173150992496,0.0,0.004178974953483671,0.06449997225072399,1.3854321322347696,0.0,0.07053057815682998,0.013282953121320117,0.09929869284295911,0.0,0.0,0.0,0.19630376663680243,0.0,0.02582707960652244,0.17115705565291134,0.07625080232773535,0.26640060425918544,0.0,0.0,0.05075395677275422
999,plant,0.018266452364903082,4.860327699103699e-05,0.0,0.03401878047227812,0.0,0.0,0.0,0.0,0.0,0.0,0.1006205936820465,0.0,0.22353419453057236,0.0,0.0,0.06619101445755464,0.0,0.0,0.0,0.0,0.061106625723956844,0.13675626094041438,0.018210926076630014,0.0,0.0
1000,play,0.09510672246615279,0.0160444103890862,0.013629634032457474,0.1889549329353938,0.0,0.0,0.04882465157154268,0.11259460085125893,0.0010830027510135756,0.0,0.0025697156607459885,0.0692161839051154,0.01389498405743292,0.01955175421267052,0.0,0.14013640523032875,0.01707359318455371,0.0,0.008660394745665228,0.0419245877631578,0.0,0.006659499895956136,0.0981626138608492,0.0040875660861411965,0.011784164411123515
