,term,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49
233,college,0.0,0.0,0.0,0.0,0.0,0.09479477077631464,2.6428794746072963,0.16047180973173014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03834818000454241,0.0,0.0,0.0,1.7149888955872674,0.0,0.0,0.13421810602172243,0.0,0.0,0.0,0.0,0.4062591677071191
234,colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.06799870025863594,0.0,0.06704093695642217,0.10797441056359468,0.12493597072802956,0.3073474383618536,0.0,0.02684343950160886,0.0,0.0,0.05636140759542634,0.0,0.0,0.024465020594333024,0.0,0.00032209848121431725,0.0,0.0033006538731178052,0.002370298959937937,0.0,0.0,0.6217052526382313,0.0,0.0,0.0,0.0,0.1803899650902694,0.5441091904689058,0.0,0.0,0.0,0.01065472326597027,0.0,0.0044181631535939936,0.022219234669729342,0.22626501071861516,0.04013799603489533,0.01054407028893553,0.0,0.0,0.0,0.018974276667744018,0.01080321326241537,0.0
235,columbia,0.0,0.0,0.11689099051933752,0.0,0.0,0.0,0.22028226916074234,0.0,0.4732846885994125,0.010689343903706398,0.0,0.0,0.0,0.0,0.0,0.0,0.05129314436637982,0.0,0.00229257609809391,0.5388179252451084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10870500854285498,0.0,0.0,0.0,0.0,0.0,0.019184569505959256,0.0430308951919932,0.0,0.37582195891543363,0.023589605854403083,0.0,0.0,0.0,0.30579950198226097,0.0,0.0,0.0,0.03904441966608929,0.0,0.31614982987223716,0.0,0.0
236,combat,0.0,0.0,0.001828118000041806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18867461190827894,0.7340429547324493,0.0,0.31977098341290283,0.0,0.10957587026009337,0.0,0.0,0.0,0.0,0.0,0.026545359237907597,0.0,0.0,0.0,0.01766898183756327,0.0062574762689028215,0.7304535362534338,0.0,0.0,0.0,0.0,0.0,0.0,0.27377855122276934,0.0,0.0,0.37253447148624647,0.4018145662025146,0.004342467899659247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,come,1.0290888031260956,0.15388569151855291,0.0023041695574771894,0.0,0.04218813451733307,0.037172506207758055,0.04309443719995246,0.0,0.3081570603917908,0.0,0.04964610959335434,0.37142056190796224,0.813643355847719,0.0536841472190604,0.0,0.0,0.0,0.0,0.0,0.007150611043413163,0.0,0.05551158712302487,0.0727503788814863,0.0,0.020899930526798467,0.0,0.03705654559059027,0.0862317701017852,0.08931579061104436,0.0061671092072782315,0.15505955944714223,0.004079477064675229,3.282850896011058,0.09654209821940109,0.35700500430722715,0.0,0.0,0.09000888085069783,0.0,0.1590930351736613,0.0403505050560249,0.4171417684961221,0.7780752051309111,0.03126330821895221,0.18566586684412065,0.1007638531912797,0.0,0.04365821547098308,0.035596328394856304,0.0
238,comes,0.24456640877354766,0.05268618925803079,0.029061465043038817,0.04892152375126676,0.028685221906218066,0.010115100054397003,0.05135372149832726,0.036169356418693684,0.016459853658154257,0.07232593959527715,0.07940656422239596,0.13190820599559575,0.17023533944591815,0.02095694037351565,0.03273378056205157,0.05559559472716103,0.016243690574270657,0.0,0.02644867495414136,0.09170356612706186,0.0,0.037452660345112965,0.07244652858069583,0.03547598710669508,0.03308980361383252,0.01554982835023918,0.0,0.06311826771756447,0.07156429910923433,0.07560245263852704,0.049231779989669995,0.0,1.105440426918083,0.0,0.05855925454258417,0.0,0.0707144264791798,0.042121799817568854,0.044337944417505604,0.06251768293407033,0.06265178192090677,0.041473967914796385,0.08290963864341541,0.13299740638288635,0.1184105102624014,0.0785167319074559,0.0,0.011120536638118789,0.2793431975182394,0.1008835783189029
239,coming,0.3290038110958175,0.026260559175811896,0.07307528000837998,0.0,0.001741580646831517,0.07928239622268558,0.011163284262747123,0.0,0.07723203876014038,0.0,0.07125445943643174,0.05674568768616995,0.12876813587382963,0.04472819120409929,0.03262326603506475,0.0955610657221659,0.0,0.0,0.08235612972061165,0.0,0.0,0.02122910963389248,0.035919398840632756,0.0,0.0,0.0,0.0,0.053209040281735676,0.0,0.07839518981557445,0.11122199100975791,0.0,1.4162585292453047,0.0,0.06572494485601771,0.0,0.0,0.0,0.0032796789615461355,0.09005313574141664,0.04856086905382882,0.12614037646702558,0.5185505876867958,0.05555743891231537,0.19647406755017122,0.0,0.0,0.025839558429111623,0.08029900774545312,0.07177455301606939
240,commend,0.07579445615632413,0.0,0.07778539602223222,0.0,0.15879866025888004,0.0,0.12014144849477233,0.0,0.4608170167886624,0.0,0.0,0.280533589659655,0.0,0.027981946190778872,0.009239015963776074,0.0,0.03431141125922,0.07040327838490983,0.0,0.0,0.10850545299416427,0.0001457536285953815,0.029268373915210196,0.0,0.13340586060236773,0.08086020376585328,0.08493886345306986,0.05267965942849676,0.07179090868848939,0.0,0.0,0.4847577953301763,0.0,0.07928107477929168,1.0503266486562628,0.11271021518860047,0.0,0.06166452115613582,0.0,0.03992031651984529,0.017075161032280586,0.1778847164058994,0.0,0.0,0.0,0.0,0.31962694959075677,0.019776803776551947,0.0,0.0
241,comments,0.0,0.0,0.0,0.0,0.05337652718623701,0.0,0.0,0.0,0.1310498262508524,0.0,0.008088376149829737,0.4774707333147354,0.05593102452936204,0.0,0.02248801726984667,0.0,0.0,0.0027176352378246874,0.0,0.08855786672803528,0.0,0.0030786632208176655,0.0,0.01188490917608803,0.009197906636079922,0.0,0.0,0.0033841792436755075,0.0,0.0025870015203130403,0.03746527304641118,0.08384011518155017,0.532959606762298,0.031592275964418624,0.18986422224001473,0.010488004647175874,0.0366597060155655,0.0,0.04163372138397912,0.02576271463666191,0.01601877135198214,0.0,0.0,0.0,0.0,0.04714193468204936,0.0,0.0,0.0,0.0
242,commerce,0.0,0.0,0.04552327177434007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3155623303133406,0.023752203525028912,0.0,0.0,0.0,0.0,0.01219342942744913,0.0,0.0,0.004946993181175911,0.0,0.34110050181928475,0.0,0.0,0.1516347475664098,0.0,0.0,0.0,0.0,0.7261750672432445,0.0,1.0094000625540533,0.0,0.0,0.9460451882111673,0.0,0.16628511355408093,0.0,0.0,0.06906159481196791,0.1375172408657071,0.18953846447286998,0.0,0.0,0.0,0.010219909722415889,0.0,0.07438691275479281,0.0,0.0
243,commercial,0.0,0.0,0.01761339161569162,0.0,0.0,0.0,0.0,0.0,0.0,0.008741431518720881,0.1265873929466016,0.0,0.0,0.0,0.12572074477863412,0.0,0.0,0.0,0.0,0.0,0.012813439296079383,0.23999733309074786,0.04598949714183458,0.08942521484819606,0.13160973414536598,0.0,0.0,0.03752629228067639,0.0,0.2544269671745279,0.0,0.7285273154288231,0.0,0.23070546904192288,0.0,0.0,0.08839179874798413,0.0,0.0,0.09502066287832196,0.32818738151325594,0.0,0.0,0.00254333757641828,0.0,0.0,0.0,0.5779042412036347,0.0,0.046029764845413206
244,commission,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05901313968722485,0.0,0.0,0.0,0.11222318855950954,0.28209471540121256,0.0,0.008960425771191008,0.0,0.008384383737660754,0.0,0.0,0.0,0.19838775282670332,0.0,0.6976130363001299,0.0,0.0,0.0,0.21206232308034034,0.0,1.820963921994491,0.0,0.09715104401120192,0.2731040179996271,0.3607638208260502,0.728358813586398,0.0,0.743156172775924,0.0,0.0,0.4799380754328005,0.05808217635234786,0.0,0.0,0.0,0.11876122621939382,0.009577522286062507,0.011958999367888683,0.0
245,commitment,0.36678903993460704,0.06872637155179345,0.31919270960598933,0.0,0.5336692801687302,0.0,0.3608805707964285,0.0,0.0,0.0,0.09385936982985872,0.09374446853156392,0.0,0.16514048579678298,0.15447417653423945,0.08104882677627634,0.0,0.11145143752319776,0.03870770050424963,0.0,0.08610037080419569,0.0,0.0,0.021101226524350952,0.21195108242402558,0.3518456138226247,0.15241021394924867,0.09328648685377161,0.16237630931706176,0.032226686478287296,0.15855713433213156,0.08973267477723885,0.0,0.009377373565095107,0.11741493047230322,0.0,0.0,0.11977525295818342,0.0,0.2621438993200309,0.00021849044308012568,1.1146595831436867,0.0,0.0,0.0,0.0,0.2637483486811565,0.13758353201749027,0.0,0.0
246,committed,0.35811723566441356,0.02749910685268276,0.0420324967781462,0.008598788201050056,0.26575033468346876,0.0,0.07265087790426131,0.0,0.0021158375209295887,0.0,0.025204041389822043,0.030760268986728456,0.0766584094168488,0.0318217840644996,0.09753370277016529,0.03637817582992296,0.8053034665221087,0.02773969121324278,0.0,0.04374680251559781,0.0,0.0,0.0,0.011816640491405945,0.0322781927650949,0.20806684550758145,0.013177945751293664,0.025918819416187896,0.07861011600405213,0.0,0.14432680173773607,0.04639818000860855,0.0,0.0,0.03812166566108337,0.024141907137772072,0.0018329869909240093,0.065324324532215,0.007524016023024089,0.20409364831049687,0.0,0.22038169526877294,0.013767583337234907,0.0,0.018337342589249794,0.0,0.11656411135081239,0.02829431218713537,0.0,0.0
247,committee,0.0,0.34156652134236287,0.0,0.0,0.0,0.0,0.0,0.16251193725460625,0.0,0.0,0.0009316250162737905,1.1219260618010618,1.2516314810440168,0.03890478896398507,0.0,0.0,0.0,0.0,0.0,0.30357518891142726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.122574256013333,0.4468191923318125,0.0,0.0,1.0136127051897434,0.0,0.0,0.0,0.0,0.0,0.0,2.51283361085671,0.2056879746221716,0.0,0.0,0.0
248,committees,0.0,0.23078612605295323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00217518331284509,0.0,0.5669274686629722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07074942431521818,0.0,0.0,2.5028993095227965,0.23832773340778093,0.0,0.0,0.6112844010135058,0.0,0.0,0.0,0.0,0.0,0.0,0.20669643320555084,0.19839629452209923,0.0,0.22104684624872242,0.0
249,common,0.5127894191320996,0.0,0.0,0.03140352664921185,0.0568596502513412,0.0,0.02041383883570412,0.003515711070861328,0.02118100185381357,0.03815754816015293,0.0,0.060466799653706646,0.05704407761020043,0.0,0.07313895346654546,0.0,0.13399225819328672,0.0050043316133517955,0.0,0.0886997065786376,0.0,0.060670612504733996,0.012541223738407175,0.0294047827240517,0.08041537237261369,0.03834324890514452,0.0,0.04976123728527812,0.11572730262640919,0.02649764142700968,0.0,0.31379749957169284,0.1980815734450985,0.025900867594320226,0.0,0.0,0.09158714391831052,0.04701224396527032,0.0,0.1300736473262304,0.017092364526185764,0.14729659043474025,0.022783621674071275,0.01094407769812998,0.023610534219318007,0.042764230823464915,0.0,0.0,0.10314188857248048,0.0
250,communities,0.3502565868331775,0.0,0.6053857992678269,0.14622355177444576,0.0,0.3552348161355256,0.6256464689578394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.310392133023655,0.0,0.004214303864186365,0.0,0.5716818300490121,0.6339028230886397,0.21833645841868352,0.0,0.0,0.0,1.0546272053220307,1.0980118911047119,0.1535318787968225,0.0,0.0,0.0,0.0,0.9135196735418065,0.0,0.0,0.04274432467489062,0.0,0.0,0.0,0.30538342521049255,0.4350010511178948,0.11511113878358958,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,community,0.0,0.0,0.032237366356081,0.2651033485537177,0.33515083506444737,0.0,0.9080072902964537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7827362846797257,0.0,0.0,0.0,0.662948520317716,0.9324091794998702,0.012010524203587182,0.0,0.07844312826121495,0.1860899568308858,1.143101806637494,0.2618336580749572,0.02541105796422301,0.047456221009041115,0.0,0.0,0.0,0.24789009410116383,0.0,0.0,0.0,0.0,1.8012951117877665,0.0010332606730686959,0.0,3.8628788423438936,0.0,0.0,0.0,0.0,0.16250462387803866,0.0,0.0,0.0
252,companies,0.0,0.0,0.0,0.36562466004220917,0.0,0.9597370671091888,0.0,0.18044607283404893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.798104881591616,0.020077956322250894,0.0,1.720214560667804,0.0,0.0,0.26251818408360733,0.0,0.0,0.0,0.0,0.9300486667699749,0.0,1.3229357541430304,0.07818475403350011,0.0,0.0,0.0,0.0,0.0,0.1046857242552363,0.0,0.0,0.0,0.0,2.114358142936371,0.0,0.0,0.0,0.0,0.29126342090222723,0.0
253,company,0.0,0.0,0.0,0.18460432973014873,0.0,0.5886504577883678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14865718053844032,0.05065737003509768,0.0,1.0462174940030993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2538931217339243,0.0,0.45617862906032264,0.289465231742938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7198413356240743,0.0,0.4996701085942304,0.0,0.0,0.0,0.0,0.12650408963548995,0.0
254,compensation,0.0,0.0,0.0,0.0,0.0,1.039286405427317,0.0,0.0,0.0,0.03084909556646909,0.0,0.0,0.0,0.6414743621884449,0.1021553122479435,0.0,0.027774816020134,0.0,0.0,0.09865893968689579,0.0,0.0,0.0,0.03918080701023127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49756818566264904,0.0,0.004980137906771881,0.0,0.011875190418104512,0.2820018279312399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11627175160335419
255,compete,0.025190790212607096,0.0,0.0,0.0,0.0,0.34664889135793325,0.2272011592657401,0.0,0.0,0.0,0.020615155852716803,0.0,0.0,0.0,0.02429260452420312,0.0,0.0,0.0,0.0,0.0,0.005127551282586447,0.3498271811525631,0.12845037389388797,0.0,0.12882255486918656,0.0,0.0,0.0,0.0,0.7187274965611639,0.0,0.11412139785267533,0.010320770489871874,0.0,0.0,0.0,0.017631465545852872,0.0,0.0,0.047511902107435326,0.0,0.0,0.0,0.041472954088676,0.0,0.0,0.0,0.043886320439465595,0.057251544769439715,0.08513877536306934
256,competition,0.0,0.0,0.0,0.0,0.0,0.0,0.1311986768846648,0.0,0.0,0.0346277196640435,0.0,0.0,0.0,0.0,0.15413331064611402,0.0,0.0,0.0,0.16582924142530286,0.0,0.0,0.463164554417054,0.05502805003913285,0.0,0.022499388068645258,0.0,0.0,0.0,0.0,0.652483916246228,0.0,0.8544028397840733,0.0,0.0,0.0,0.0,0.08794115695577247,0.0,0.0,0.0,0.07852296945480061,0.0945776472511277,0.0,0.15127413795271133,0.0,0.0,0.0,0.09604033799796848,0.0,0.33689208510310564
257,competitive,0.0,0.0,0.0,0.0,0.0,0.2603484013821818,0.16458571668877023,0.0021146965194855463,0.0,0.0,0.10322361326315474,0.0,0.0,0.0,0.017329519847130007,0.0,0.0,0.0,0.0,0.0,0.04498144501328843,0.3265854263751934,0.09190295670216309,0.0,0.34442559201070255,0.0,0.0,0.0,0.0,0.5391448710662546,0.0,0.38545383295262364,0.0,0.0,0.0,0.0,0.04261660430272033,0.0,0.0,0.0,0.005347037079053853,0.0,0.0,0.06482173553195023,0.0,0.0,0.0,0.07177082368292312,0.06054405451052,0.1638322281835602
258,complete,0.0,0.0,0.2950104681830945,0.0,0.013060253715743325,0.0,0.04758910227502289,0.0,0.0,0.01366228413171437,0.001025632708876626,0.030916855361917305,0.686888956073176,0.0,0.06935219377730768,0.0,0.0,0.031198902607949865,0.0,0.0,0.012977071909915395,0.0018111594145587605,0.0,0.04088040377867667,0.0,0.0,0.0,0.11127217720678417,0.0,0.009170466908989386,0.09876733124420375,0.2674318510683019,0.0,0.09811953850211767,0.02319439217060973,0.15233148677817285,0.016120611370072514,0.0030976876348870635,0.03338730611593345,0.0,0.04179060841095151,0.08664865036794987,0.020904239651075452,0.0,0.0,0.0815584609361425,0.11800481180852475,0.0591223169534055,0.0,0.0
259,completely,0.07551616513356982,0.005048012657267917,0.035454716975102406,0.04428399389886213,0.03661607808950845,0.013896510445519577,0.0,0.04301140685154122,0.040157016701434026,0.07879554497119623,0.0,0.0,0.04925837426361685,0.0,0.023753848460469882,0.00677284367622078,0.02078642235732262,0.026352569021322467,0.006245753625748559,0.05055213841013626,0.02620437594137642,0.015996799523679783,0.029163589879180437,0.04049299715238258,0.0,0.028547057488032365,0.006442844807397783,0.03865539340123612,0.00997104760300696,0.010577632201306916,0.0425377229779685,0.13324780912868045,0.1841580753428639,0.036234290855109284,0.008986884807483456,0.028419296864599323,0.05420543856939968,0.027075016912878034,0.023060088847730347,0.05256920775612667,0.03964455696002273,0.003232532157527931,0.02208786666251012,0.024155744958749583,0.027815286629929176,0.0718369285982991,0.012093527063796374,0.00010908600746944864,0.05632398407293711,0.05486993521256254
260,comprehensive,0.0,0.0,0.0,0.2972123093207688,0.02278344966181309,0.0,0.06467412455231666,0.0006621720986797945,0.0,0.0,0.18044154679636762,0.0,0.13160924143945177,0.014781933556089661,0.0,0.0,0.13142369377980606,0.0,0.08737763461395551,0.0,0.11156511652162007,0.0,0.0,0.17577318821425575,0.05771129659595233,0.0,0.03164112014650611,0.04465490743239065,0.06511392472469267,0.0008562404144593627,0.0,0.5570676433877793,0.0,0.0,0.013500273990445365,0.03804831902769021,0.0,0.0,0.0,0.0,0.008135823773800774,0.0,0.5642689022738304,0.0,0.0,0.0,0.0,0.0,0.024614807293222952,0.0
261,compromise,0.0,0.03497285868197012,0.0,0.0,0.0730895443223895,0.06588363734046368,0.0,0.0029866983769027454,0.07523838867341055,0.11411131548445448,0.0,0.19448566593664285,0.5677144385815475,0.03380094336433281,0.0,0.0,0.0,0.0,0.0,0.0,0.026786252141283082,0.0,0.06279643543918689,0.0,0.0,0.023123031417384993,0.0035260644714752466,0.0,0.0,0.0,0.0,0.6056332967635641,0.05100223572223605,0.09542782895989697,0.16566893092299195,0.5851323621424439,0.0,0.0,0.0,0.0,0.02842771182809467,0.0,0.0,0.0,0.06882835691860623,0.0,0.0,0.0,0.0,0.0
262,concept,0.09873023537959937,0.00042052009283932246,0.0,0.004080349997300636,0.0,0.003713025648776456,0.0373184350003522,0.028063193934850975,0.0,0.10581842859897782,0.0,0.07810526766688629,0.0,0.0,0.09912988115700096,0.0,0.0,0.035255309729833186,0.0,0.04504079615286963,0.14927506649500227,0.016933523298905965,0.0,0.0807637848934925,0.0059600669568355595,0.02887826887667551,0.002892012937646339,0.0,0.0,0.00986084218502415,0.0,0.17976444345644393,0.16800129725510657,0.07996006323720234,0.005114331871075044,0.0,0.17100099997632653,0.0,0.0,0.05776543108174959,0.005631779821907139,0.0,0.0,0.0,0.0,0.0,0.02050596877084889,0.01835301674249208,0.06985451009985351,0.0
263,concern,0.021174026475471244,0.0,0.0,0.059089522377383526,0.17709770574988717,0.0,0.013154867243550894,0.0,0.0,0.16267904642017017,0.0,0.22330886753487128,0.05211351414459033,0.001880213253698396,0.1536952165608493,0.03931257948798643,0.041301627899577364,0.18550914168691024,0.032365676596747314,0.0865123578929521,0.057528789993177315,0.021063715108815398,0.04537650116778963,0.13234986711839597,0.06626519350686125,0.27399801489365405,0.02362957339954974,0.09042785558576341,0.04687578990400776,0.08128955803215482,0.0024206929529535974,0.5256151903382253,0.19921620826203815,0.11295078814677462,0.3626249292794864,0.16666660358565105,0.1386204810017025,0.0,0.10514698657952841,0.24109635621390324,0.12760464745802713,0.02913442248918167,0.05043951359994287,0.019283533140644623,0.0,0.0,0.16837357636353983,0.0,0.0,0.07209537142707866
264,concerned,0.035430580839648326,0.024708287198291743,0.0642965571357313,0.0650477449358326,0.07756720992302846,0.03191593672782195,0.028506613339914603,0.0,0.0,0.186834290986033,0.007148255414758834,0.11309349058317077,0.06419193334718143,0.0,0.18653500686897248,0.03761536872443955,0.046263728176393244,0.0767760617427489,0.06909908774632396,0.08334805648428684,0.05906904191074584,0.02638638210554573,0.07479217585278312,0.1280865332410108,0.04415034131000377,0.13229666243567859,0.023069576208543306,0.045499072208617757,0.028002502669110824,0.11027795992669293,0.036927916399973344,0.4378478348187756,0.6783774132311454,0.09935100487534146,0.28396674258218485,0.1967834685823163,0.12280051966591378,0.0,0.10519218352084382,0.12434068605850308,0.09763443261025187,0.0,0.05930677187763148,0.04678521241401173,0.08376222763257694,0.0016490116260019204,0.07617482005755237,0.0,0.01795111519590416,0.04871382275910596
265,concerns,0.0,0.0,0.0,0.08005353670847525,0.13491022696139834,0.0,0.0,0.0,0.0,0.22858314406811428,0.02264360073377858,0.17710349305612874,0.11301872867486265,0.007406409940038321,0.1252191268724229,0.04780525836459928,0.0,0.0,0.02943192122084513,0.10543024548093431,0.07041255813965931,0.11666263168931353,0.013535334973146759,0.17273247661382604,0.04658104524622958,0.1909860753109221,0.003995465707750732,0.11484284111697468,0.0,0.22578257633912205,0.019844173550725205,1.165720460765177,0.004486264760070673,0.21407403263034167,0.47558569477256846,0.25750999115101825,0.10957430215399454,0.0,0.19351273475061806,0.09872613634924754,0.14391933673544413,0.0,0.07239669268159492,0.005113525050916245,0.0,0.06279551655395159,0.022878235720214555,0.008326012458010535,0.0,0.0
266,conclusion,0.002657032170321571,0.0,0.0,0.0,0.05807491887192597,0.0,0.0,0.005134002738810362,0.0,0.06433364996767793,0.0,0.14001609101956508,0.16971404445681945,0.0,0.06926279821683261,0.0,0.012264267514733881,0.05017740367880871,0.0,0.17028593213123033,0.010696983190416055,0.0,0.0009310434240211703,0.0841053589861624,0.04502347634724535,0.008549761127111439,0.0,0.0,0.0,0.051645261815539266,0.06134976697122927,0.14431940526959464,0.11843982941862373,0.02613010504708631,0.10252505184403653,0.10654481921726082,0.02652051204968753,0.0,0.07547153549711451,0.10656335664653534,0.03608551839745504,0.016905330042519044,0.0,0.01505722769950467,0.0,0.040978688227538286,0.09707544436527364,0.01175499978116767,0.0,0.07717755116605644
267,conditions,0.0,0.0,0.0588628912637753,0.34465567678517717,0.16954111091510393,0.30864394342423407,0.0,0.0,0.0,0.027402057346392898,0.0,0.0,0.0,0.04250433685360112,0.1039858228200079,0.0,0.0,0.09676276088614612,0.0,0.0,0.0,0.0,0.24447311478930886,0.024947108725846993,0.12488591377895353,0.47270850379467255,0.15861042477432385,0.1400441996119856,0.031472458308964564,0.1189249816323698,0.13445402411645338,0.3153025529867365,0.0,0.11229751486367562,0.0,0.014054774070589242,0.0029606839584831153,0.02979887941168916,0.0,0.26180829988317855,0.07080952405626458,0.0,0.10807467670801639,0.0,0.0,0.0,0.06607224691838715,0.0,0.0,0.04675791388565533
268,conduct,0.0,0.0,0.0,0.0,0.03503449512518462,0.0,0.0,0.0,0.020341823448010474,0.0595128878569302,0.0,0.0,0.1380594674605818,0.0,0.13077342060764685,0.0,0.30578798013261355,0.0,0.0,0.2917834147082424,0.0,0.0,0.0,0.033164857033630306,0.20649193922490122,0.10296091745345579,0.0,0.0,0.0,0.0,0.1002295888236536,0.38336537652077013,0.0,0.0,0.2219894365741974,0.0,0.11008435774689639,0.0,0.2747451243812062,0.14467804462572167,0.01327743773320146,0.0,0.0,0.0,0.0,0.08130777257039747,0.09894690944113975,0.0,0.0,0.0
269,conferees,0.0,0.0,0.13236676619629048,0.0,0.0,0.0,0.0,0.00126272323756712,0.06536734608267122,0.0,0.0,0.0,0.2860673908332303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007855452738840961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0689140525703977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,conference,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3035118387443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,confidence,0.34406917895394645,0.0,0.0,0.0,0.042861977075698575,0.058405087564501794,0.0,0.0,0.0,0.0,0.0,0.018907421692736077,0.21271296943773313,0.0,0.015807044094706877,0.09133390949760296,0.0,0.008091526920996675,0.0,0.07552949039184106,0.0,0.041519519111680114,0.0,0.13286154695728647,0.0,0.0,0.0053659698237258175,0.0,0.0,0.032266182170006,0.027529786601712982,0.3051262472925779,0.03194690507950877,0.0,0.05225519634523053,0.0,0.032832296910189976,0.0,0.1154077886177897,0.0,0.0,0.05286135999897067,0.0,0.0,0.10497673267955124,0.0,0.0,0.0,0.2974351844544481,0.0
272,conflict,0.14741263362461043,0.0,0.0,0.0,0.9716063171511161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06955071496050369,0.32728551066200645,0.0,0.0,0.0,0.0,0.02559148132717979,0.0,0.0,0.0,0.0,0.0,0.12537823292668343,0.0,0.0,0.0,0.0,0.6119719438988748,0.0016542850772351845,0.0,0.028326985207222728,0.0,0.0,0.0,0.029412173239228064,0.0,0.39325903134013407,0.05454712678131673,0.0013320160371373033,0.0,0.0,0.0,0.0,0.3700173544924789,0.0,0.0,0.0
273,congress,1.7212547020830038,1.1381741821121703,0.0,0.0,0.0,0.0,0.0,0.04800243042134616,2.212585117275987,0.34421254137184953,0.03456647969559849,0.0,1.934611790058129,0.020186444979866373,0.4041455286918253,0.09567719052431421,0.0,0.0,0.0,0.5527391597344375,0.0,0.0,0.0,0.04925857815651964,0.0,0.0,0.0,0.0,0.0,0.18783801492019295,0.5996950206278965,3.638575120160115,0.0,0.0,0.5579047677364714,0.0,1.292459845840909,0.0,0.2278649553246326,0.531627926896674,0.0,0.25205113759841047,0.005574226535212895,0.04581083921323772,1.0339086644338324,0.0,0.903824813654948,0.0,0.7377667255793459,0.0
274,congressional,0.10986669533542161,0.9016047406633453,0.0346969807528146,0.057392432208867555,0.0,0.01607017283264767,0.0,0.0,0.8281454599011172,0.0,0.0,0.0,0.34048002195940347,0.0,0.03331301987036228,0.0,0.0,0.04111431119605353,0.0,0.09297740602919445,0.013399482845875435,0.0,0.0,0.0,0.0,0.09550330551284865,0.0,0.0383580998814688,0.0,0.011072348157323796,0.03894200427665,0.7184458451382892,0.0,0.06187806883054398,0.2650373958078285,0.0,0.2464505479394603,0.0,0.16171344007764626,0.02830507306932926,0.0,0.8114488379352609,0.0,0.0,0.03185680926583928,0.0,0.22425004799202045,0.0,0.25066267126199127,0.09107875619327034
275,congressman,0.04038845770032318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.841434762449867,0.0,0.00700493215313292,0.0,0.0,0.016486634596338284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12742806292592526,0.008883142012389504,0.04498137722153733,0.0,0.0,0.0,0.1921368313587443,0.05248590340438224,0.07491704680060828,0.5052813238639913,0.0,0.0,0.0,0.0,0.0,0.0,1.0724180699020067,0.0,0.00040976465256614117,0.0,0.0,0.0,0.0,0.0,0.0
